type,vertex_count,k,original_fp,original_energy,eigenvector_fp,eigenvector_energy,pagerank_fp,pagerank_energy,betweenness_fp,betweenness_energy,clustering_fp,clustering_energy,degree_fp,degree_energy
BA,50,5,0,0.156734693877551,1,0.15183673469387754,2,0.15522875816993464,4,0.1542247744052502,6,0.15702479338842976,8,0.1570593149540518
BA,50,7,1,0.19755102040816327,7,0.18438538205980065,2,0.1895424836601307,5,0.18765432098765433,6,0.18512396694214875,7,0.17109634551495018
BA,100,3,1,0.06262626262626263,0,0.059393939393939395,1,0.05898989898989899,0,0.05696969696969697,1,0.06222222222222222,0,0.05898989898989899
BA,100,5,13,0.10509031198686371,4,0.1011326860841424,2,0.09900990099009901,5,0.09959514170040486,2,0.10426348757324712,5,0.1020242914979757
BA,100,7,0,0.14181818181818182,0,0.141010101010101,3,0.14311704063068525,2,0.1410385936552839,0,0.14424242424242426,0,0.14303030303030304
BA,150,3,3,0.046365914786967416,1,0.042058165548098436,0,0.04062639821029083,1,0.041521252796420584,2,0.047252550563808844,0,0.04313199105145414
BA,150,5,4,0.07807323842779121,1,0.07731543624161073,0,0.07695749440715884,1,0.07606263982102908,3,0.08109559613319012,0,0.07659955257270694
BA,150,7,2,0.10757114730624665,1,0.10559284116331097,2,0.1063182387685699,1,0.10523489932885906,5,0.10729959695476937,3,0.10615825277479413
BA,50,3,18,0.11194029850746269,12,0.08455565142364108,0,0.09142857142857143,1,0.0963265306122449,2,0.0915032679738562,2,0.08986928104575163
BA,50,5,0,0.15020408163265306,0,0.15020408163265306,1,0.15510204081632653,3,0.14566284779050737,1,0.15836734693877552,1,0.16
BA,50,7,0,0.20244897959183675,1,0.1910204081632653,2,0.19281045751633988,0,0.18775510204081633,0,0.1893877551020408,0,0.1926530612244898
BA,100,3,2,0.06061830672863205,0,0.05818181818181818,2,0.05496059810062639,0,0.05656565656565657,0,0.061414141414141414,8,0.05770012190166599
BA,100,5,4,0.10396440129449838,1,0.10020202020202021,4,0.10032362459546926,3,0.09864564382454012,1,0.1006060606060606,1,0.09898989898989899
BA,100,7,2,0.1394221054758537,1,0.13696969696969696,2,0.13861386138613863,3,0.1326056195674146,2,0.14588805819357445,3,0.14271275520517485
BA,150,3,2,0.04474673348845534,1,0.042058165548098436,1,0.04170022371364653,1,0.041521252796420584,3,0.046007876834944506,2,0.04277787721496331
BA,150,5,4,0.076103500761035,3,0.07482993197278912,0,0.07606263982102908,0,0.0774944071588367,6,0.07741935483870968,3,0.07751521661296097
BA,150,7,8,0.10675518076612542,1,0.10738255033557047,3,0.10347296813462227,1,0.10595078299776287,1,0.10970917225950783,1,0.10738255033557047
BA,50,3,1,0.10448979591836735,0,0.09959183673469388,0,0.10122448979591837,0,0.10122448979591837,0,0.0963265306122449,3,0.09983633387888707
BA,50,5,7,0.1478405315614618,1,0.14530612244897959,0,0.14530612244897959,1,0.1469387755102041,7,0.15282392026578073,1,0.13551020408163264
BA,50,7,1,0.18775510204081633,1,0.1893877551020408,1,0.18122448979591838,3,0.18494271685761046,1,0.19918367346938776,6,0.19669421487603306
BA,100,3,0,0.059393939393939395,0,0.055757575757575756,0,0.05898989898989899,0,0.05858585858585859,1,0.06424242424242424,1,0.06181818181818182
BA,100,5,0,0.10464646464646464,4,0.10032362459546926,4,0.09870550161812297,0,0.09696969696969697,0,0.10464646464646464,0,0.09777777777777778
BA,100,7,0,0.14747474747474748,4,0.14158576051779936,0,0.141010101010101,1,0.14262626262626263,2,0.14467569205900183,3,0.1410956135031332
BA,150,3,1,0.04778523489932886,2,0.04134598174333274,0,0.04331096196868009,1,0.04402684563758389,2,0.04564166815822445,2,0.04259889028100949
BA,150,5,1,0.07606263982102908,0,0.07624161073825503,1,0.07534675615212529,0,0.07355704697986577,0,0.08071588366890381,0,0.07552572706935123
BA,150,7,2,0.10757114730624665,1,0.10612975391498881,3,0.10383100608664518,2,0.10345444782530876,3,0.10472610096670247,3,0.10597923379878267
BA,50,3,1,0.10285714285714286,0,0.08979591836734693,0,0.09795918367346938,2,0.08986928104575163,1,0.09959183673469388,8,0.0885547201336675
BA,50,5,2,0.15196078431372548,5,0.15308641975308643,1,0.1436734693877551,8,0.15371762740183792,8,0.16541353383458646,7,0.15282392026578073
BA,50,7,8,0.1921470342522974,0,0.1926530612244898,0,0.1910204081632653,4,0.18539786710418377,1,0.1910204081632653,4,0.1804757998359311
BA,100,3,3,0.06023852840105114,0,0.057373737373737375,0,0.055353535353535356,0,0.05616161616161616,1,0.059393939393939395,1,0.05454545454545454
BA,100,5,20,0.09327731092436975,0,0.0993939393939394,3,0.09662421669698808,1,0.09454545454545454,0,0.10020202020202021,1,0.10181818181818182
BA,100,7,0,0.14464646464646463,1,0.13494949494949496,3,0.13583990297149787,1,0.13535353535353536,24,0.14163457424047926,0,0.13696969696969696
BA,150,3,1,0.04527964205816555,1,0.042237136465324385,1,0.040268456375838924,0,0.04187919463087248,4,0.0454830333960068,1,0.04313199105145414
BA,150,5,2,0.07678539466618937,0,0.07516778523489932,2,0.07320565598711294,0,0.07695749440715884,8,0.07750964385036332,0,0.07516778523489932
BA,150,7,3,0.10830648048693162,1,0.105413870246085,2,0.10739216037229282,0,0.10612975391498881,1,0.11185682326621924,0,0.10720357941834452
BA,50,3,9,0.08410428931875526,1,0.08816326530612245,2,0.09477124183006536,2,0.08823529411764706,0,0.10612244897959183,0,0.08816326530612245
BA,50,5,13,0.16216216216216217,1,0.15836734693877552,1,0.15510204081632653,1,0.16489795918367348,1,0.1730612244897959,0,0.15836734693877552
BA,50,7,5,0.1991769547325103,0,0.19591836734693877,1,0.19428571428571428,2,0.2042483660130719,4,0.19524200164068908,0,0.21387755102040817
BA,100,3,1,0.06181818181818182,0,0.057777777777777775,0,0.05494949494949495,5,0.0562753036437247,2,0.06223479490806223,0,0.061414141414141414
BA,100,5,0,0.09777777777777778,1,0.09898989898989899,1,0.10181818181818182,3,0.10026278552658177,2,0.10183875530410184,0,0.10222222222222223
BA,100,7,4,0.13470873786407767,3,0.12856276531231048,2,0.1325520307132754,2,0.13012729844413012,2,0.1410385936552839,4,0.13592233009708737
BA,150,3,5,0.04352888490819525,0,0.0447427293064877,3,0.04439670605084139,1,0.042953020134228186,1,0.0454586129753915,2,0.04367281188473241
BA,150,5,1,0.07570469798657718,2,0.07410059065688204,0,0.07373601789709172,1,0.07391498881431767,2,0.07732235546805083,0,0.07391498881431767
BA,150,7,0,0.10970917225950783,1,0.10630872483221476,1,0.10648769574944071,0,0.10612975391498881,9,0.1080886973696023,1,0.10595078299776287
BA,50,3,2,0.08823529411764706,2,0.08496732026143791,3,0.0867430441898527,3,0.08346972176759411,1,0.08326530612244898,2,0.0915032679738562
BA,50,5,2,0.16013071895424835,5,0.16296296296296298,1,0.156734693877551,0,0.156734693877551,11,0.1675213675213675,0,0.16326530612244897
BA,50,7,2,0.19281045751633988,4,0.1837571780147662,4,0.19688269073010664,1,0.19428571428571428,3,0.20294599018003273,3,0.19967266775777415
BA,100,3,2,0.05698120832491412,0,0.055757575757575756,1,0.05696969696969697,3,0.053365676167374164,3,0.053365676167374164,0,0.05494949494949495
BA,100,5,1,0.10020202020202021,1,0.10141414141414141,2,0.09698929076581128,0,0.10101010101010101,1,0.0997979797979798,0,0.10101010101010101
BA,100,7,2,0.1394221054758537,1,0.14262626262626263,2,0.14063447161042636,2,0.1410385936552839,3,0.14149989892864362,2,0.14184683774499898
BA,150,3,3,0.045112781954887216,0,0.04331096196868009,1,0.042058165548098436,1,0.04348993288590604,3,0.044754744002864305,4,0.043513295729250605
BA,150,5,1,0.07946308724832214,0,0.07624161073825503,2,0.07231072131734384,1,0.07355704697986577,2,0.07678539466618937,1,0.07480984340044743
BA,150,7,0,0.11185682326621924,2,0.10613925183461607,2,0.10542330409880078,3,0.10508413891872538,4,0.106544901065449,0,0.10809843400447428
BA,50,3,1,0.09795918367346938,2,0.09313725490196079,1,0.09306122448979592,0,0.09306122448979592,4,0.08531583264971287,2,0.08660130718954248
BA,50,5,14,0.15520282186948853,2,0.1715686274509804,1,0.15510204081632653,1,0.15183673469387754,1,0.156734693877551,2,0.15849673202614378
BA,50,7,12,0.2088006902502157,7,0.2009966777408638,2,0.20261437908496732,3,0.20130932896890344,5,0.20246913580246914,6,0.20165289256198346
BA,100,3,3,0.0586213866990095,2,0.05617296423519903,2,0.056577086280056574,0,0.05414141414141414,4,0.05825242718446602,1,0.05656565656565657
BA,100,5,1,0.10303030303030303,3,0.101475641803113,3,0.0978370729735193,2,0.10103051121438675,3,0.10268849807964422,1,0.09696969696969697
BA,100,7,1,0.14909090909090908,0,0.14343434343434344,2,0.14427157001414428,0,0.14262626262626263,5,0.14251012145748987,1,0.14343434343434344
BA,150,3,4,0.046736502820306204,1,0.044205816554809846,0,0.04259507829977629,2,0.04331483801682477,3,0.04529180093089868,3,0.04582885785893305
BA,150,5,0,0.0785682326621924,2,0.07427957759083587,2,0.07499552532665116,1,0.07248322147651007,5,0.07595163457232423,5,0.0741603224361845
BA,150,7,0,0.10827740492170022,0,0.10720357941834452,3,0.10526315789473684,0,0.10612975391498881,1,0.10970917225950783,2,0.10667621263647754
BA,50,3,11,0.09230769230769231,2,0.08333333333333333,0,0.08816326530612245,2,0.08006535947712418,10,0.09661016949152543,8,0.09189640768588136
BA,50,5,0,0.16489795918367348,1,0.16816326530612244,1,0.15346938775510205,2,0.1437908496732026,0,0.16489795918367348,0,0.15836734693877552
BA,50,7,3,0.18494271685761046,2,0.19934640522875818,12,0.19499568593615185,3,0.19803600654664485,14,0.19753086419753085,1,0.18775510204081633
BA,100,3,0,0.059393939393939395,0,0.0597979797979798,2,0.0602141846837745,0,0.05858585858585859,0,0.061414141414141414,5,0.06032388663967611
BA,100,5,1,0.10505050505050505,0,0.10383838383838384,0,0.10141414141414141,8,0.1003657049979683,1,0.10787878787878788,3,0.10228421265413382
BA,100,7,7,0.13958206532765266,1,0.138989898989899,1,0.13575757575757577,0,0.13575757575757577,17,0.13917739925218114,1,0.13494949494949496
BA,150,3,1,0.046353467561521255,2,0.04098800787542509,0,0.04384787472035794,0,0.0447427293064877,7,0.045902815133584365,1,0.04259507829977629
BA,150,5,0,0.07982102908277405,0,0.07642058165548099,2,0.0787542509396814,3,0.07518796992481203,2,0.08072310721317344,3,0.07912638739706408
BA,150,7,2,0.1097189905136925,3,0.10723236663086287,1,0.10935123042505593,3,0.10615825277479413,4,0.10690303518667742,1,0.10899328859060403
BA,50,3,2,0.09313725490196079,1,0.09142857142857143,3,0.09328968903436989,1,0.09142857142857143,2,0.09477124183006536,3,0.09165302782324058
BA,50,5,7,0.1611295681063123,5,0.14814814814814814,0,0.16,1,0.15183673469387754,7,0.15448504983388706,5,0.15473251028806584
BA,50,7,1,0.1926530612244898,6,0.19669421487603306,1,0.1910204081632653,3,0.18985270049099837,9,0.1883936080740118,1,0.1910204081632653
BA,100,3,11,0.05515832482124617,1,0.057373737373737375,1,0.05494949494949495,1,0.05616161616161616,0,0.0602020202020202,0,0.057777777777777775
BA,100,5,4,0.10558252427184465,1,0.10343434343434343,1,0.10101010101010101,4,0.10315533980582524,2,0.10507173166296221,0,0.10222222222222223
BA,100,7,0,0.14424242424242426,0,0.1397979797979798,1,0.13777777777777778,1,0.138989898989899,2,0.14305920387957163,5,0.13846153846153847
BA,150,3,1,0.0454586129753915,1,0.04259507829977629,2,0.04313585108287095,0,0.042058165548098436,1,0.046532438478747204,1,0.04456375838926174
BA,150,5,2,0.07750134240200465,1,0.07480984340044743,0,0.07391498881431767,1,0.07355704697986577,0,0.07821029082774049,1,0.07480984340044743
BA,150,7,3,0.1054421768707483,1,0.10648769574944071,1,0.10362416107382551,1,0.10684563758389262,1,0.10702460850111857,1,0.10272930648769575
BA,50,3,4,0.08859721082854799,0,0.08489795918367347,0,0.09142857142857143,1,0.08,6,0.08429752066115702,0,0.08
BA,50,5,0,0.16816326530612244,6,0.15041322314049588,2,0.15359477124183007,4,0.1542247744052502,21,0.15369458128078817,2,0.15196078431372548
BA,50,7,4,0.20016406890894176,0,0.18285714285714286,3,0.1783960720130933,14,0.19929453262786595,4,0.1985233798195242,0,0.18448979591836734
BA,100,3,0,0.06181818181818182,2,0.061830672863204685,2,0.05778945241462922,2,0.055768842190341485,1,0.0597979797979798,0,0.06060606060606061
BA,100,5,3,0.10268849807964422,4,0.10032362459546926,0,0.10343434343434343,1,0.09818181818181818,1,0.10020202020202021,1,0.0997979797979798
BA,100,7,1,0.14262626262626263,0,0.13737373737373737,1,0.1397979797979798,1,0.13696969696969696,9,0.14692714692714692,2,0.1349767629824207
BA,150,3,1,0.04527964205816555,1,0.04170022371364653,1,0.042237136465324385,2,0.04259889028100949,1,0.0454586129753915,0,0.04187919463087248
BA,150,5,10,0.07690925426774484,0,0.07463087248322148,0,0.07659955257270694,0,0.07642058165548099,6,0.07974910394265233,3,0.0757250268528464
BA,150,7,2,0.10739216037229282,1,0.10774049217002236,2,0.10452836942903168,0,0.10487695749440716,3,0.10866451843895453,0,0.10720357941834452
BA,50,3,2,0.08496732026143791,1,0.08326530612244898,1,0.08,1,0.08489795918367347,0,0.09142857142857143,0,0.09306122448979592
BA,50,5,14,0.15343915343915343,6,0.15206611570247933,5,0.14814814814814814,0,0.15510204081632653,5,0.14320987654320988,7,0.1461794019933555
BA,50,7,17,0.21487603305785125,1,0.20244897959183675,4,0.2018047579983593,8,0.202172096908939,4,0.20016406890894176,0,0.20081632653061224
BA,100,3,1,0.06060606060606061,1,0.059393939393939395,1,0.055353535353535356,2,0.0533441099211962,1,0.0602020202020202,0,0.055757575757575756
BA,100,5,2,0.09698929076581128,1,0.09333333333333334,1,0.09454545454545454,0,0.0997979797979798,4,0.1011326860841424,4,0.09789644012944984
BA,100,7,4,0.14037216828478966,0,0.1393939393939394,0,0.1385858585858586,0,0.13494949494949496,12,0.14127764127764128,2,0.13699737320670843
BA,150,3,3,0.04582885785893305,0,0.04366890380313199,0,0.04366890380313199,1,0.044205816554809846,0,0.044384787472035794,1,0.04384787472035794
BA,150,5,4,0.0762825678216492,0,0.07284116331096196,0,0.07391498881431767,2,0.0719527474494362,3,0.07644110275689223,3,0.073218761188686
BA,150,7,2,0.10900304277787722,0,0.10666666666666667,1,0.10469798657718121,4,0.10547049870176381,2,0.10864506890996957,1,0.10881431767337807
BA,50,3,1,0.10938775510204081,0,0.09959183673469388,0,0.0963265306122449,0,0.10938775510204081,4,0.09680065627563576,3,0.10474631751227496
BA,50,5,0,0.15510204081632653,1,0.15346938775510205,4,0.14109926168990977,1,0.15346938775510205,2,0.1568627450980392,0,0.15183673469387754
BA,50,7,2,0.1977124183006536,0,0.1926530612244898,1,0.18775510204081633,10,0.19830508474576272,0,0.1910204081632653,3,0.19476268412438624
BA,100,3,5,0.06072874493927125,1,0.05696969696969697,0,0.055757575757575756,0,0.059393939393939395,1,0.06222222222222222,0,0.06101010101010101
BA,100,5,0,0.10949494949494949,1,0.10141414141414141,0,0.10101010101010101,4,0.09668284789644013,1,0.10666666666666667,4,0.10234627831715211
BA,100,7,3,0.13543561754598746,0,0.13777777777777778,0,0.13535353535353536,1,0.1393939393939394,1,0.1397979797979798,1,0.13737373737373737
BA,150,3,8,0.04359917466582937,0,0.042953020134228186,2,0.04259889028100949,2,0.04331483801682477,1,0.0458165548098434,1,0.04384787472035794
BA,150,5,6,0.07759856630824373,1,0.07695749440715884,0,0.07570469798657718,0,0.07624161073825503,9,0.07720621240685878,2,0.07571147306246644
BA,150,7,4,0.10887277285343361,1,0.10451901565995526,2,0.10255951315553964,1,0.10738255033557047,4,0.10564956576237801,2,0.10255951315553964
BA,50,3,2,0.09803921568627451,1,0.0946938775510204,1,0.08816326530612245,0,0.08326530612244898,1,0.10285714285714286,1,0.0963265306122449
BA,50,5,3,0.15384615384615385,2,0.15359477124183007,3,0.15220949263502456,3,0.1407528641571195,5,0.15473251028806584,4,0.1509433962264151
BA,50,7,3,0.19967266775777415,0,0.20408163265306123,5,0.19094650205761318,2,0.19934640522875818,11,0.2153846153846154,1,0.2073469387755102
BA,100,3,0,0.05656565656565657,1,0.05131313131313131,0,0.050505050505050504,1,0.05090909090909091,42,0.04695524578136464,0,0.050505050505050504
BA,100,5,4,0.10558252427184465,0,0.10222222222222223,0,0.10222222222222223,0,0.10101010101010101,1,0.10909090909090909,0,0.10262626262626262
BA,100,7,3,0.1326056195674146,1,0.1414141414141414,0,0.13656565656565656,0,0.13696969696969696,2,0.1410385936552839,1,0.13696969696969696
BA,150,3,5,0.044424540976265116,2,0.04224091641310184,2,0.040630034007517454,3,0.041532402434658076,0,0.04313199105145414,0,0.04187919463087248
BA,150,5,2,0.0753534991945588,0,0.07212527964205817,0,0.07176733780760626,1,0.07194630872483221,1,0.07337807606263982,2,0.07231072131734384
BA,150,7,7,0.10758472296933835,1,0.10237136465324385,1,0.10129753914988815,0,0.10416107382550335,0,0.10487695749440716,0,0.10523489932885906
BA,50,3,4,0.08695652173913043,1,0.0946938775510204,1,0.09142857142857143,5,0.08888888888888889,0,0.10448979591836735,2,0.09313725490196079
BA,50,5,0,0.16,2,0.1503267973856209,3,0.15875613747954173,3,0.16693944353518822,5,0.1662551440329218,1,0.16
BA,50,7,2,0.19281045751633988,0,0.19591836734693877,2,0.18790849673202614,0,0.19428571428571428,11,0.2,1,0.18775510204081633
BA,100,3,21,0.05485232067510549,1,0.057373737373737375,1,0.055353535353535356,4,0.05461165048543689,1,0.06060606060606061,1,0.05494949494949495
BA,100,5,5,0.09919028340080972,0,0.09898989898989899,0,0.10262626262626262,1,0.09737373737373738,0,0.10181818181818182,0,0.10383838383838384
BA,100,7,5,0.1417004048582996,0,0.14303030303030304,0,0.1385858585858586,1,0.14222222222222222,2,0.1410385936552839,10,0.13944954128440368
BA,150,3,2,0.04403078575264006,2,0.042956864148917126,0,0.042058165548098436,1,0.04170022371364653,2,0.047789511365670306,1,0.04313199105145414
BA,150,5,2,0.07929121174154287,1,0.07355704697986577,3,0.07590404582885786,0,0.07570469798657718,8,0.07697138243473581,0,0.07516778523489932
BA,150,7,2,0.10900304277787722,2,0.10739216037229282,1,0.10505592841163311,1,0.10648769574944071,4,0.1097681081565046,1,0.10845637583892617
BA,50,3,1,0.08816326530612245,1,0.08163265306122448,0,0.08326530612244898,1,0.09306122448979592,0,0.0963265306122449,4,0.0951599671862182
BA,50,5,18,0.17723880597014927,1,0.1436734693877551,8,0.15037593984962405,3,0.14566284779050737,24,0.18124341412012646,3,0.1407528641571195
BA,50,7,3,0.20130932896890344,4,0.2018047579983593,0,0.1926530612244898,2,0.19117647058823528,14,0.20282186948853614,7,0.19269102990033224
BA,100,3,6,0.05795339412360689,0,0.055353535353535356,0,0.05656565656565657,0,0.055353535353535356,0,0.06101010101010101,1,0.057777777777777775
BA,100,5,5,0.09959514170040486,3,0.10066707095209218,2,0.09981814507981411,2,0.10062638916952919,4,0.10194174757281553,0,0.10141414141414141
BA,100,7,6,0.13779128672745694,3,0.13139276329088337,1,0.13333333333333333,5,0.13643724696356274,3,0.13745704467353953,2,0.13618912911699332
BA,150,3,0,0.04563758389261745,1,0.04134228187919463,0,0.0447427293064877,1,0.04313199105145414,2,0.045283694290316805,2,0.04259889028100949
BA,150,5,4,0.07753603724594861,2,0.0753534991945588,1,0.07659955257270694,2,0.07606944693037408,3,0.07966344432509846,0,0.07767337807606264
BA,150,7,1,0.10738255033557047,2,0.10488634329693933,1,0.10559284116331097,1,0.10165548098434005,3,0.10776942355889724,5,0.10425436632333183
BA,50,3,20,0.07536231884057971,2,0.08823529411764706,0,0.0946938775510204,0,0.0963265306122449,0,0.0963265306122449,2,0.09640522875816994
BA,50,5,3,0.14566284779050737,3,0.15057283142389524,0,0.15510204081632653,3,0.15711947626841244,4,0.15750615258408532,2,0.1437908496732026
BA,50,7,1,0.1926530612244898,3,0.18330605564648117,2,0.18137254901960784,1,0.18448979591836734,1,0.1926530612244898,0,0.19591836734693877
BA,100,3,10,0.059123343527013254,2,0.056577086280056574,0,0.057777777777777775,1,0.05656565656565657,1,0.06262626262626263,2,0.05981006263891695
BA,100,5,2,0.10345524348353202,2,0.09820165690038392,2,0.09698929076581128,0,0.0997979797979798,1,0.10181818181818182,1,0.10101010101010101
BA,100,7,1,0.14626262626262626,0,0.14505050505050504,1,0.1414141414141414,4,0.14118122977346279,1,0.1486868686868687,2,0.1426550818347141
BA,150,3,2,0.04617862896008591,0,0.04277404921700224,1,0.03991051454138703,1,0.03901565995525727,6,0.04265232974910394,1,0.04044742729306488
BA,150,5,3,0.07662012173290368,1,0.07731543624161073,2,0.07392160372292822,0,0.07445190156599553,3,0.07841031149301826,4,0.07502909839734981
BA,150,7,2,0.1056022910327546,1,0.10559284116331097,1,0.10487695749440716,0,0.10577181208053692,2,0.10864506890996957,0,0.10577181208053692
BA,50,3,0,0.08979591836734693,4,0.08531583264971287,0,0.08979591836734693,6,0.08264462809917356,1,0.0963265306122449,1,0.08489795918367347
BA,50,5,12,0.16048317515099222,1,0.156734693877551,2,0.1650326797385621,0,0.15836734693877552,5,0.1580246913580247,1,0.1469387755102041
BA,50,7,1,0.1926530612244898,0,0.19428571428571428,1,0.19755102040816327,1,0.19918367346938776,11,0.20341880341880342,8,0.19381787802840433
BA,100,3,1,0.05696969696969697,0,0.055757575757575756,1,0.05454545454545454,0,0.05333333333333334,3,0.06145138467758237,0,0.05818181818181818
BA,100,5,4,0.10153721682847897,3,0.0978370729735193,1,0.09575757575757576,1,0.09737373737373738,26,0.10118918918918919,1,0.09737373737373738
BA,100,7,2,0.1402303495655688,2,0.13740149525156597,2,0.1426550818347141,1,0.1414141414141414,3,0.1410956135031332,0,0.13535353535353536
BA,150,3,1,0.04456375838926174,3,0.041353383458646614,0,0.04187919463087248,2,0.04080902094147127,20,0.04242148384160219,3,0.04296455424274973
BA,150,5,0,0.0803579418344519,0,0.07677852348993289,0,0.07427293064876958,1,0.07624161073825503,1,0.07642058165548099,1,0.07463087248322148
BA,150,7,0,0.10523489932885906,1,0.10559284116331097,1,0.10344519015659956,1,0.10595078299776287,1,0.11006711409395974,1,0.10487695749440716
