type,vertex_count,dimension,original_fp,original_energy,eigenvector_fp,eigenvector_energy,pagerank_fp, pagerank_energy, betweenness_fp, betweenness_energy, clustering_fp, clustering_energy, degree_fp, degree_energy
grid,150,2,1,0.02237136465324385,1,0.021297539149888144,0,0.02058165548098434,1,0.01592841163310962,0,0.0229082774049217,2,0.021299445140504743
grid,50,3,0,0.05061224489795919,4,0.029532403609515995,0,0.062040816326530614,2,0.049019607843137254,0,0.07020408163265306,2,0.06045751633986928
grid,100,3,0,0.03232323232323232,2,0.03273388563346131,0,0.03313131313131313,12,0.004914004914004914,0,0.035555555555555556,3,0.03395997574287447
grid,150,3,1,0.03131991051454139,6,0.028853046594982078,3,0.028643036161833155,1,0.025950782997762864,1,0.02917225950782998,5,0.028123600537393642
grid,50,3,2,0.042483660130718956,0,0.013061224489795919,1,0.0473469387755102,0,0.0,3,0.060556464811783964,0,0.05061224489795919
grid,100,3,0,0.03434343434343434,0,0.03515151515151515,2,0.03071327540917357,0,0.02707070707070707,0,0.03878787878787879,1,0.03393939393939394
grid,150,3,0,0.02970917225950783,0,0.023624161073825502,0,0.02917225950782998,4,0.025069388485988,0,0.02970917225950783,0,0.030425055928411632
grid,50,3,0,0.04081632653061224,2,0.04411764705882353,2,0.04738562091503268,0,0.0,2,0.05065359477124183,0,0.045714285714285714
grid,100,3,0,0.03838383838383838,0,0.03797979797979798,1,0.03838383838383838,0,0.03151515151515152,0,0.03434343434343434,0,0.03636363636363636
grid,150,3,1,0.02917225950782998,0,0.029351230425055927,0,0.02970917225950783,5,0.02704881325570981,0,0.028993288590604026,1,0.02917225950782998
grid,50,3,1,0.053877551020408164,0,0.026122448979591838,0,0.044081632653061226,2,0.016339869281045753,0,0.062040816326530614,10,0.05254237288135593
grid,100,3,0,0.03878787878787879,2,0.034350373812891494,3,0.038407115423488986,0,0.025454545454545455,0,0.03111111111111111,0,0.03393939393939394
grid,150,3,1,0.02917225950782998,0,0.02756152125279642,2,0.02881689636656524,1,0.028277404921700222,0,0.028456375838926174,4,0.0281135285164294
grid,50,3,1,0.05061224489795919,0,0.022857142857142857,0,0.05551020408163265,0,0.019591836734693877,0,0.0473469387755102,0,0.05551020408163265
grid,100,3,3,0.03436426116838488,7,0.03408399269628728,0,0.03595959595959596,0,0.041212121212121214,0,0.033535353535353536,1,0.03676767676767677
grid,150,3,1,0.02774049217002237,1,0.028277404921700222,0,0.02917225950782998,1,0.026487695749440716,0,0.02774049217002237,0,0.028456375838926174
grid,50,3,6,0.047933884297520664,8,0.03007518796992481,0,0.019591836734693877,0,0.0,0,0.0473469387755102,1,0.05877551020408163
grid,100,3,0,0.03393939393939394,0,0.0298989898989899,1,0.03676767676767677,0,0.03111111111111111,1,0.03434343434343434,0,0.03878787878787879
grid,150,3,3,0.029896168993913355,0,0.028098434004474274,4,0.029008863819500404,0,0.02487695749440716,1,0.028814317673378075,2,0.030785752640057274
grid,50,3,0,0.05877551020408163,1,0.062040816326530614,2,0.029411764705882353,0,0.05714285714285714,1,0.05061224489795919,4,0.044298605414273995
grid,100,3,0,0.03272727272727273,3,0.0351728320194057,2,0.03273388563346131,2,0.024651444736310365,2,0.03637098403717923,0,0.024242424242424242
grid,150,3,0,0.028814317673378075,4,0.026860059092130004,2,0.028279935564703776,1,0.023624161073825502,0,0.02791946308724832,2,0.03042777877214963
grid,50,3,0,0.044081632653061226,0,0.05061224489795919,2,0.05228758169934641,2,0.0457516339869281,0,0.05551020408163265,0,0.0473469387755102
grid,100,3,0,0.04323232323232323,0,0.03272727272727273,0,0.03636363636363636,0,0.01575757575757576,0,0.03434343434343434,0,0.03474747474747475
grid,150,3,0,0.030782997762863536,1,0.02451901565995526,0,0.02970917225950783,1,0.025771812080536912,3,0.027389903329752954,1,0.02988814317673378
grid,50,3,1,0.060408163265306125,1,0.0326530612244898,0,0.013061224489795919,4,0.026251025430680888,6,0.05619834710743802,1,0.0473469387755102
grid,100,3,1,0.03474747474747475,0,0.03111111111111111,0,0.039191919191919194,0,0.009696969696969697,2,0.03596686199232168,0,0.035555555555555556
grid,150,3,3,0.027747941281775868,1,0.02756152125279642,5,0.03027317510076131,3,0.022735409953455066,1,0.030425055928411632,1,0.02988814317673378
grid,50,3,14,0.0564373897707231,0,0.029387755102040815,4,0.06070549630844955,0,0.035918367346938776,0,0.03918367346938775,2,0.0457516339869281
grid,100,3,0,0.033535353535353536,5,0.035222672064777326,0,0.03636363636363636,0,0.0298989898989899,1,0.03878787878787879,1,0.03838383838383838
grid,150,3,1,0.030246085011185683,0,0.029351230425055927,2,0.029532844102380527,0,0.014854586129753915,2,0.03006980490424199,0,0.026487695749440716
grid,50,3,0,0.04897959183673469,0,0.04897959183673469,0,0.0326530612244898,2,0.0457516339869281,2,0.0457516339869281,0,0.07020408163265306
grid,100,3,1,0.03676767676767677,1,0.03313131313131313,4,0.03398058252427184,0,0.026262626262626262,1,0.04,0,0.035555555555555556
grid,150,3,0,0.02953020134228188,2,0.0284589224986576,3,0.026673827425707126,0,0.02756152125279642,0,0.028814317673378075,0,0.028635346756152126
grid,50,3,4,0.05086136177194422,2,0.0392156862745098,0,0.0473469387755102,2,0.05065359477124183,1,0.045714285714285714,0,0.045714285714285714
grid,100,3,0,0.02909090909090909,2,0.031117397454031116,0,0.037171717171717175,0,0.027878787878787878,2,0.03637098403717923,0,0.030707070707070707
grid,150,3,0,0.02970917225950783,0,0.02738255033557047,0,0.030604026845637584,6,0.02186379928315412,1,0.02756152125279642,0,0.028635346756152126
grid,50,3,1,0.05551020408163265,1,0.037551020408163265,6,0.026446280991735537,0,0.04244897959183674,0,0.05714285714285714,0,0.037551020408163265
grid,100,3,1,0.03313131313131313,2,0.03273388563346131,1,0.03676767676767677,0,0.016565656565656565,0,0.03111111111111111,1,0.03515151515151515
grid,150,3,0,0.02953020134228188,4,0.027934461455815202,0,0.02970917225950783,0,0.02953020134228188,2,0.02989081797028817,2,0.03132271344191874
grid,50,3,0,0.04244897959183674,0,0.052244897959183675,16,0.047058823529411764,2,0.0,0,0.044081632653061226,0,0.052244897959183675
grid,100,3,0,0.030707070707070707,0,0.01898989898989899,2,0.03475449585774904,0,0.025454545454545455,0,0.035555555555555556,6,0.03363728470111449
grid,150,3,1,0.02970917225950783,0,0.028814317673378075,2,0.026490066225165563,2,0.025953105423304097,0,0.02988814317673378,2,0.02899588330051906
grid,50,3,1,0.0636734693877551,0,0.05061224489795919,0,0.05714285714285714,6,0.049586776859504134,0,0.052244897959183675,0,0.060408163265306125
grid,100,3,5,0.0340080971659919,6,0.03768996960486322,2,0.03475449585774904,0,0.02303030303030303,0,0.03595959595959596,0,0.03797979797979798
grid,150,3,0,0.02953020134228188,1,0.028456375838926174,0,0.03006711409395973,4,0.026143790849673203,0,0.030961968680089484,2,0.028279935564703776
grid,50,3,0,0.05061224489795919,0,0.013061224489795919,0,0.060408163265306125,0,0.04244897959183674,0,0.053877551020408164,0,0.0473469387755102
grid,100,3,0,0.03636363636363636,0,0.027878787878787878,0,0.03595959595959596,0,0.007272727272727273,0,0.03838383838383838,2,0.03596686199232168
grid,150,3,3,0.02900107411385607,2,0.029174870234472884,0,0.028456375838926174,1,0.02791946308724832,0,0.030961968680089484,0,0.02917225950782998
grid,50,3,0,0.05551020408163265,4,0.04593929450369155,0,0.0,0,0.05877551020408163,0,0.044081632653061226,4,0.062346185397867106
grid,100,3,1,0.03676767676767677,2,0.03758335017175187,1,0.03151515151515152,0,0.028282828282828285,0,0.03676767676767677,0,0.03232323232323232
grid,150,3,0,0.02953020134228188,1,0.02970917225950783,0,0.02756152125279642,0,0.01807606263982103,0,0.02791946308724832,2,0.029353857168426704
grid,50,3,0,0.04897959183673469,4,0.06070549630844955,0,0.026122448979591838,0,0.05551020408163265,0,0.053877551020408164,2,0.05555555555555555
grid,100,3,6,0.02553191489361702,3,0.03315140489185365,1,0.03676767676767677,0,0.029494949494949494,0,0.035555555555555556,0,0.03232323232323232
grid,150,3,1,0.030604026845637584,0,0.028098434004474274,3,0.02756892230576441,3,0.027747941281775868,6,0.028315412186379927,1,0.030604026845637584
grid,50,3,0,0.0636734693877551,0,0.05551020408163265,0,0.04081632653061224,0,0.035918367346938776,0,0.02122448979591837,1,0.05551020408163265
grid,100,3,1,0.035555555555555556,1,0.037171717171717175,1,0.04080808080808081,2,0.03596686199232168,2,0.034350373812891494,6,0.034447821681864235
grid,150,3,2,0.030785752640057274,2,0.025058170753534992,1,0.026487695749440716,0,0.028277404921700222,1,0.028456375838926174,1,0.031140939597315436
grid,50,3,0,0.053877551020408164,0,0.0326530612244898,0,0.03918367346938775,0,0.0,4,0.062346185397867106,0,0.05061224489795919
grid,100,3,2,0.03717922812689432,0,0.02101010101010101,0,0.033535353535353536,2,0.027076177005455646,5,0.031983805668016195,0,0.03151515151515152
grid,150,3,2,0.02989081797028817,0,0.02953020134228188,1,0.030604026845637584,0,0.02523489932885906,3,0.029896168993913355,3,0.02828499820981024
grid,50,3,0,0.05714285714285714,0,0.03918367346938775,0,0.05877551020408163,0,0.03918367346938775,8,0.04678362573099415,0,0.062040816326530614
grid,100,3,3,0.03557711744491611,0,0.03474747474747475,2,0.03515861790260659,0,0.030303030303030304,0,0.03434343434343434,1,0.037575757575757575
grid,150,3,3,0.026673827425707126,4,0.029366997940728803,0,0.02953020134228188,3,0.02953813104189044,0,0.030425055928411632,0,0.028635346756152126
grid,50,3,3,0.04746317512274959,1,0.04897959183673469,0,0.04244897959183674,0,0.04244897959183674,0,0.044081632653061226,0,0.05061224489795919
grid,100,3,0,0.03232323232323232,3,0.029917121487770367,0,0.035555555555555556,0,0.020606060606060607,0,0.037575757575757575,2,0.0404122044857547
grid,150,3,1,0.02970917225950783,0,0.02970917225950783,2,0.03114372650796492,0,0.023445190156599554,0,0.028635346756152126,0,0.030425055928411632
grid,50,3,0,0.0636734693877551,0,0.052244897959183675,10,0.02711864406779661,1,0.04244897959183674,4,0.052502050861361775,0,0.03918367346938775
grid,100,3,4,0.03559870550161812,0,0.03313131313131313,0,0.03272727272727273,0,0.019797979797979797,1,0.03393939393939394,0,0.03393939393939394
grid,150,3,0,0.028993288590604026,0,0.02917225950782998,0,0.02738255033557047,1,0.02738255033557047,1,0.030425055928411632,1,0.02917225950782998
grid,50,3,0,0.05877551020408163,4,0.019688269073010665,2,0.03594771241830065,0,0.045714285714285714,0,0.04244897959183674,2,0.058823529411764705
grid,100,3,0,0.03636363636363636,0,0.03474747474747475,0,0.03232323232323232,0,0.01696969696969697,0,0.03636363636363636,1,0.03838383838383838
grid,150,3,1,0.02917225950782998,1,0.02738255033557047,1,0.029351230425055927,0,0.023445190156599554,0,0.02791946308724832,3,0.027389903329752954
grid,50,3,1,0.062040816326530614,3,0.05564648117839607,0,0.05714285714285714,0,0.04244897959183674,0,0.0473469387755102,0,0.0636734693877551
grid,100,3,0,0.03232323232323232,0,0.03232323232323232,1,0.03636363636363636,8,0.03169443315725315,0,0.03515151515151515,2,0.03596686199232168
grid,150,3,2,0.0318596742437802,1,0.028277404921700222,0,0.02791946308724832,0,0.01807606263982103,6,0.03082437275985663,0,0.02970917225950783
grid,50,3,0,0.04081632653061224,0,0.024489795918367346,0,0.0473469387755102,0,0.0326530612244898,0,0.05877551020408163,2,0.05065359477124183
grid,100,3,1,0.03272727272727273,0,0.03636363636363636,2,0.03515861790260659,0,0.02383838383838384,0,0.03393939393939394,1,0.03838383838383838
grid,150,3,1,0.030246085011185683,1,0.025592841163310964,0,0.031140939597315436,6,0.02724014336917563,0,0.02988814317673378,1,0.02953020134228188
grid,50,3,0,0.04897959183673469,0,0.019591836734693877,0,0.0163265306122449,1,0.05877551020408163,4,0.05578342904019688,2,0.06535947712418301
grid,100,3,6,0.03242147922998987,1,0.029494949494949494,1,0.037171717171717175,0,0.02181818181818182,2,0.036775106082036775,0,0.03515151515151515
grid,150,3,1,0.02953020134228188,1,0.02953020134228188,0,0.02666666666666667,1,0.02953020134228188,5,0.02830273175100761,0,0.028993288590604026
grid,50,3,1,0.0636734693877551,0,0.04244897959183674,3,0.04582651391162029,0,0.052244897959183675,0,0.04897959183673469,0,0.05714285714285714
grid,100,3,4,0.034385113268608415,1,0.03272727272727273,0,0.03272727272727273,0,0.020202020202020204,1,0.03515151515151515,4,0.03398058252427184
grid,150,3,2,0.030964739574011097,2,0.02702702702702703,1,0.028456375838926174,0,0.023445190156599554,0,0.02988814317673378,0,0.029351230425055927
grid,50,3,0,0.052244897959183675,0,0.029387755102040815,0,0.05714285714285714,4,0.026251025430680888,0,0.052244897959183675,1,0.05877551020408163
grid,100,3,2,0.031117397454031116,1,0.03434343434343434,1,0.037575757575757575,0,0.03232323232323232,0,0.033535353535353536,0,0.0298989898989899
grid,150,3,0,0.02917225950782998,2,0.028100948630749956,0,0.027203579418344517,1,0.025592841163310964,0,0.028635346756152126,1,0.02953020134228188
grid,50,3,1,0.05714285714285714,2,0.05065359477124183,0,0.03918367346938775,0,0.029387755102040815,0,0.06693877551020408,2,0.029411764705882353
grid,100,3,0,0.03515151515151515,12,0.03357903357903358,0,0.03797979797979798,0,0.029494949494949494,0,0.037171717171717175,4,0.03398058252427184
grid,150,3,6,0.03028673835125448,2,0.02631107929121174,0,0.023803131991051454,1,0.023624161073825502,0,0.028635346756152126,2,0.02863790943261142
grid,50,3,1,0.05877551020408163,0,0.026122448979591838,0,0.05551020408163265,1,0.044081632653061226,0,0.053877551020408164,0,0.05551020408163265
grid,100,3,6,0.03768996960486322,1,0.03434343434343434,5,0.04008097165991903,0,0.025050505050505052,1,0.035555555555555556,2,0.04000808244089715
grid,150,3,0,0.02774049217002237,1,0.028098434004474274,0,0.030604026845637584,0,0.025950782997762864,3,0.028105979233798782,2,0.029711831036334346
grid,50,3,0,0.04081632653061224,0,0.029387755102040815,1,0.0473469387755102,6,0.05619834710743802,0,0.05551020408163265,2,0.058823529411764705
grid,100,3,0,0.03434343434343434,1,0.0298989898989899,0,0.03515151515151515,0,0.027474747474747475,2,0.031117397454031116,1,0.037171717171717175
grid,150,3,2,0.028279935564703776,1,0.02702460850111857,1,0.030425055928411632,1,0.026845637583892617,0,0.02970917225950783,0,0.028814317673378075
grid,50,3,2,0.05392156862745098,0,0.029387755102040815,3,0.057283142389525366,0,0.026122448979591838,2,0.05065359477124183,14,0.037037037037037035
grid,100,3,0,0.03434343434343434,0,0.03434343434343434,0,0.027474747474747475,0,0.00808080808080808,2,0.03596686199232168,1,0.03474747474747475
grid,150,3,2,0.02899588330051906,0,0.024340044742729307,2,0.030964739574011097,0,0.026308724832214764,1,0.028456375838926174,3,0.027926960257787327
grid,50,3,1,0.062040816326530614,0,0.05551020408163265,0,0.05061224489795919,0,0.05714285714285714,0,0.052244897959183675,0,0.05061224489795919
grid,100,3,2,0.03637098403717923,0,0.030303030303030304,2,0.031521519498888664,1,0.030707070707070707,2,0.03839159426146696,2,0.04162457062032734
grid,150,3,1,0.029351230425055927,0,0.028098434004474274,1,0.028993288590604026,0,0.023624161073825502,1,0.028277404921700222,0,0.026308724832214764
grid,50,3,0,0.05061224489795919,2,0.0196078431372549,0,0.03918367346938775,3,0.07037643207855974,0,0.0473469387755102,1,0.05061224489795919
grid,100,3,0,0.037575757575757575,0,0.03515151515151515,0,0.024646464646464646,0,0.0298989898989899,0,0.03838383838383838,0,0.03676767676767677
grid,150,3,6,0.02795698924731183,7,0.02689618074233459,0,0.026845637583892617,5,0.026869682042095836,0,0.02953020134228188,0,0.02738255033557047
grid,50,3,0,0.05061224489795919,2,0.05065359477124183,0,0.052244897959183675,0,0.013061224489795919,0,0.05061224489795919,0,0.04897959183673469
grid,100,3,2,0.03717922812689432,1,0.037575757575757575,0,0.03474747474747475,0,0.02707070707070707,3,0.036385688295936934,2,0.03232976358860376
grid,150,3,2,0.029353857168426704,1,0.02917225950782998,1,0.02970917225950783,3,0.024883637665592553,1,0.027203579418344517,0,0.030604026845637584
grid,50,3,0,0.053877551020408164,2,0.029411764705882353,0,0.03918367346938775,2,0.0196078431372549,1,0.05061224489795919,0,0.04897959183673469
grid,100,3,0,0.039191919191919194,0,0.03272727272727273,0,0.03434343434343434,0,0.01616161616161616,0,0.039595959595959594,0,0.03393939393939394
grid,150,3,2,0.029353857168426704,2,0.025774118489350278,1,0.02988814317673378,2,0.025595131555396455,1,0.030782997762863536,1,0.029351230425055927
grid,50,3,0,0.044081632653061226,0,0.0163265306122449,0,0.05714285714285714,0,0.03918367346938775,3,0.062193126022913256,13,0.06102877070619006
grid,100,3,0,0.037575757575757575,0,0.03111111111111111,0,0.037575757575757575,1,0.02707070707070707,2,0.03758335017175187,0,0.03434343434343434
grid,150,3,0,0.030604026845637584,3,0.028105979233798782,0,0.02953020134228188,1,0.030246085011185683,2,0.02989081797028817,2,0.027742974762842314
grid,50,3,1,0.05877551020408163,1,0.04897959183673469,0,0.05061224489795919,4,0.019688269073010665,0,0.045714285714285714,0,0.05551020408163265
grid,100,3,0,0.03595959595959596,6,0.02998986828774063,0,0.037171717171717175,0,0.024646464646464646,3,0.0392156862745098,0,0.027878787878787878
grid,150,3,0,0.02988814317673378,5,0.02651141961486789,0,0.028814317673378075,0,0.022550335570469798,0,0.030782997762863536,9,0.030702935631564773
grid,50,3,1,0.04081632653061224,0,0.04897959183673469,4,0.019688269073010665,0,0.05714285714285714,3,0.06546644844517185,1,0.05061224489795919
grid,100,3,0,0.03676767676767677,5,0.034817813765182185,3,0.03476854659389529,2,0.015356637704586786,1,0.03232323232323232,2,0.03515861790260659
grid,150,3,0,0.02666666666666667,1,0.028993288590604026,5,0.02740707568293775,0,0.021655480984340045,1,0.02953020134228188,1,0.03006711409395973
grid,50,3,0,0.052244897959183675,0,0.0326530612244898,0,0.062040816326530614,0,0.0326530612244898,0,0.05551020408163265,0,0.053877551020408164
grid,100,3,1,0.03191919191919192,2,0.03232976358860376,1,0.03151515151515152,0,0.028282828282828285,1,0.030303030303030304,0,0.037575757575757575
grid,150,3,0,0.028277404921700222,1,0.02756152125279642,0,0.02738255033557047,0,0.026845637583892617,1,0.028635346756152126,0,0.028456375838926174
grid,50,3,0,0.04897959183673469,1,0.05551020408163265,4,0.016406890894175553,0,0.04897959183673469,1,0.04897959183673469,0,0.052244897959183675
grid,100,3,0,0.037171717171717175,2,0.03717922812689432,4,0.036003236245954695,0,0.028282828282828285,2,0.03596686199232168,0,0.03595959595959596
grid,150,3,2,0.029353857168426704,2,0.026490066225165563,0,0.02666666666666667,1,0.02953020134228188,0,0.027203579418344517,3,0.028105979233798782
grid,50,3,0,0.05061224489795919,4,0.04593929450369155,0,0.053877551020408164,0,0.026122448979591838,1,0.044081632653061226,0,0.05877551020408163
grid,100,3,0,0.03393939393939394,3,0.041237113402061855,1,0.03232323232323232,0,0.03191919191919192,1,0.037171717171717175,1,0.041212121212121214
grid,150,3,0,0.028098434004474274,1,0.029351230425055927,0,0.02970917225950783,2,0.025416144621442635,0,0.02988814317673378,1,0.030246085011185683
grid,50,3,4,0.06562756357670221,0,0.0,0,0.04897959183673469,2,0.0196078431372549,1,0.052244897959183675,0,0.05061224489795919
grid,100,3,0,0.03797979797979798,1,0.037171717171717175,1,0.03676767676767677,2,0.02950090927460093,0,0.04080808080808081,1,0.037171717171717175
grid,150,3,3,0.029717150017901896,0,0.028098434004474274,0,0.02756152125279642,0,0.026487695749440716,0,0.02953020134228188,2,0.02881689636656524
grid,50,3,1,0.05061224489795919,0,0.026122448979591838,0,0.013061224489795919,1,0.04081632653061224,0,0.05551020408163265,1,0.0636734693877551
grid,100,3,0,0.03474747474747475,2,0.031521519498888664,2,0.03717922812689432,10,0.03017329255861366,0,0.039191919191919194,0,0.03313131313131313
grid,150,3,0,0.02702460850111857,1,0.02774049217002237,0,0.02917225950782998,1,0.023445190156599554,0,0.028456375838926174,0,0.02791946308724832
grid,50,3,2,0.058823529411764705,0,0.03918367346938775,0,0.06693877551020408,0,0.04244897959183674,4,0.05906480721903199,0,0.060408163265306125
grid,100,3,0,0.03515151515151515,3,0.03436426116838488,0,0.03676767676767677,0,0.02101010101010101,1,0.027474747474747475,0,0.03636363636363636
grid,150,3,0,0.02970917225950783,1,0.02970917225950783,0,0.02988814317673378,0,0.02308724832214765,0,0.028635346756152126,0,0.028098434004474274
grid,50,3,0,0.045714285714285714,0,0.044081632653061226,0,0.060408163265306125,0,0.019591836734693877,6,0.05619834710743802,0,0.05551020408163265
grid,100,3,1,0.03797979797979798,3,0.03315140489185365,1,0.037171717171717175,0,0.01616161616161616,0,0.03232323232323232,3,0.036385688295936934
grid,150,3,0,0.02774049217002237,4,0.027755394395201003,0,0.02970917225950783,1,0.025771812080536912,0,0.028635346756152126,0,0.028993288590604026
grid,50,3,0,0.052244897959183675,0,0.03918367346938775,0,0.060408163265306125,2,0.049019607843137254,0,0.0473469387755102,2,0.05555555555555555
grid,100,3,8,0.0337261275904104,4,0.03033980582524272,0,0.037575757575757575,4,0.021035598705501618,0,0.04040404040404041,0,0.03515151515151515
grid,150,3,1,0.029351230425055927,0,0.027203579418344517,0,0.028277404921700222,2,0.025774118489350278,0,0.03131991051454139,1,0.028814317673378075
grid,50,3,0,0.044081632653061226,0,0.0473469387755102,3,0.05237315875613748,0,0.062040816326530614,3,0.058919803600654665,8,0.04678362573099415
grid,100,3,0,0.03393939393939394,1,0.03434343434343434,4,0.032362459546925564,0,0.03676767676767677,0,0.03676767676767677,2,0.03596686199232168
grid,150,3,1,0.02970917225950783,0,0.02988814317673378,4,0.030262333243799802,4,0.025964723789059004,2,0.02881689636656524,2,0.030606765706103455
grid,50,3,1,0.044081632653061226,0,0.04897959183673469,0,0.05877551020408163,0,0.0473469387755102,0,0.05551020408163265,5,0.05761316872427984
grid,100,3,0,0.03595959595959596,0,0.027878787878787878,0,0.03515151515151515,0,0.01696969696969697,0,0.039191919191919194,1,0.03393939393939394
grid,150,3,0,0.028993288590604026,5,0.024361845051500224,1,0.02953020134228188,0,0.02093959731543624,1,0.02666666666666667,0,0.03131991051454139
