type,vertex_count,k,eigenvector_fp,eigenvector_energy,half_fp,half_energy
BA,150,7,1,0.10523489932885906,0,0.10738255033557047
BA,50,3,1,0.08979591836734693,8,0.09142857142857143
BA,50,5,6,0.1469387755102041,0,0.15510204081632653
BA,50,7,0,0.19428571428571428,2,0.20408163265306123
BA,100,3,3,0.055757575757575756,1,0.05656565656565657
BA,100,5,3,0.09373737373737374,2,0.09737373737373738
BA,100,7,4,0.14343434343434344,0,0.14585858585858585
BA,150,3,0,0.04170022371364653,0,0.042953020134228186
BA,150,5,1,0.07588366890380313,1,0.0792841163310962
BA,150,7,1,0.10756152125279642,1,0.10827740492170022
BA,50,3,1,0.09306122448979592,4,0.10285714285714286
BA,50,5,1,0.15346938775510205,2,0.16
BA,50,7,0,0.1910204081632653,18,0.16326530612244897
BA,100,3,2,0.05616161616161616,0,0.05898989898989899
BA,100,5,1,0.10020202020202021,3,0.10464646464646464
BA,100,7,1,0.13696969696969696,4,0.1385858585858586
BA,150,3,1,0.03991051454138703,2,0.04313199105145414
BA,150,5,0,0.07838926174496644,0,0.07982102908277405
BA,150,7,0,0.10666666666666667,3,0.11114093959731544
BA,50,3,1,0.09142857142857143,3,0.09959183673469388
BA,50,5,4,0.15346938775510205,19,0.12897959183673469
BA,50,7,1,0.19755102040816327,25,0.1436734693877551
BA,100,3,2,0.06101010101010101,1,0.061414141414141414
BA,100,5,4,0.10181818181818182,4,0.10383838383838384
BA,100,7,0,0.14505050505050504,2,0.141010101010101
BA,150,3,6,0.040805369127516776,3,0.044384787472035794
BA,150,5,1,0.07266219239373602,4,0.07355704697986577
BA,150,7,0,0.1039821029082774,0,0.10774049217002236
BA,50,3,0,0.0963265306122449,3,0.09795918367346938
BA,50,5,1,0.15183673469387754,25,0.12571428571428572
BA,50,7,1,0.19591836734693877,1,0.1910204081632653
BA,100,3,1,0.055757575757575756,2,0.06181818181818182
BA,100,5,1,0.0993939393939394,2,0.10101010101010101
BA,100,7,0,0.13373737373737374,2,0.1385858585858586
BA,150,3,3,0.042058165548098436,2,0.04527964205816555
BA,150,5,1,0.0708724832214765,2,0.07373601789709172
BA,150,7,0,0.10505592841163311,1,0.10756152125279642
BA,50,3,0,0.08163265306122448,4,0.08816326530612245
BA,50,5,3,0.13714285714285715,0,0.1469387755102041
BA,50,7,2,0.20081632653061224,0,0.19755102040816327
BA,100,3,0,0.057373737373737375,3,0.061414141414141414
BA,100,5,0,0.09737373737373738,3,0.10020202020202021
BA,100,7,3,0.138989898989899,1,0.14303030303030304
BA,150,3,3,0.03955257270693512,0,0.0447427293064877
BA,150,5,1,0.07642058165548099,1,0.07731543624161073
BA,150,7,1,0.10487695749440716,9,0.10809843400447428
BA,50,3,4,0.09142857142857143,6,0.08326530612244898
BA,50,5,0,0.16816326530612244,0,0.16
BA,50,7,2,0.1910204081632653,1,0.19428571428571428
BA,100,3,1,0.057777777777777775,2,0.0597979797979798
BA,100,5,0,0.09333333333333334,6,0.09858585858585858
BA,100,7,3,0.138989898989899,2,0.1406060606060606
BA,150,3,1,0.044384787472035794,3,0.04671140939597315
BA,150,5,0,0.07570469798657718,1,0.0792841163310962
BA,150,7,0,0.1029082774049217,0,0.11042505592841163
BA,50,3,0,0.09959183673469388,0,0.09959183673469388
BA,50,5,0,0.1469387755102041,3,0.1436734693877551
BA,50,7,0,0.19591836734693877,0,0.19755102040816327
BA,100,3,1,0.05616161616161616,1,0.0597979797979798
BA,100,5,0,0.10303030303030303,12,0.0997979797979798
BA,100,7,1,0.1402020202020202,0,0.14424242424242426
BA,150,3,0,0.04313199105145414,8,0.0458165548098434
BA,150,5,0,0.07391498881431767,2,0.07588366890380313
BA,150,7,3,0.10577181208053692,1,0.10791946308724833
BA,50,3,0,0.0946938775510204,10,0.08
BA,50,5,0,0.15346938775510205,8,0.15020408163265306
BA,50,7,1,0.17959183673469387,3,0.1893877551020408
BA,100,3,3,0.053737373737373736,1,0.0597979797979798
BA,100,5,2,0.09858585858585858,3,0.10181818181818182
BA,100,7,1,0.14262626262626263,4,0.14262626262626263
BA,150,3,1,0.042237136465324385,0,0.044205816554809846
BA,150,5,0,0.07463087248322148,2,0.07731543624161073
BA,150,7,0,0.10630872483221476,2,0.11060402684563758
BA,50,3,1,0.08816326530612245,1,0.09795918367346938
BA,50,5,3,0.13877551020408163,0,0.13714285714285715
BA,50,7,1,0.21061224489795918,25,0.156734693877551
BA,100,3,0,0.05898989898989899,3,0.05898989898989899
BA,100,5,1,0.09777777777777778,5,0.10343434343434343
BA,100,7,3,0.13656565656565656,3,0.14181818181818182
BA,150,3,1,0.04313199105145414,1,0.04563758389261745
BA,150,5,0,0.07445190156599553,6,0.07713646532438478
BA,150,7,0,0.10738255033557047,1,0.11078299776286353
BA,50,3,6,0.08816326530612245,5,0.08163265306122448
BA,50,5,0,0.15510204081632653,25,0.10938775510204081
BA,50,7,9,0.17795918367346938,25,0.1436734693877551
BA,100,3,5,0.05292929292929293,2,0.06181818181818182
BA,100,5,1,0.09818181818181818,1,0.10343434343434343
BA,100,7,0,0.13737373737373737,18,0.1292929292929293
BA,150,3,0,0.042953020134228186,3,0.045100671140939595
BA,150,5,0,0.07642058165548099,0,0.0810738255033557
BA,150,7,2,0.105413870246085,9,0.10702460850111857
BA,50,3,3,0.08326530612244898,2,0.09142857142857143
BA,50,5,1,0.15346938775510205,0,0.16489795918367348
BA,50,7,1,0.1893877551020408,0,0.19428571428571428
BA,100,3,1,0.05616161616161616,4,0.059393939393939395
BA,100,5,1,0.10141414141414141,4,0.10262626262626262
BA,100,7,1,0.13454545454545455,2,0.138989898989899
BA,150,3,0,0.042953020134228186,2,0.04903803131991052
BA,150,5,1,0.07642058165548099,3,0.07838926174496644
BA,150,7,0,0.10595078299776287,3,0.11114093959731544
BA,50,3,4,0.08653061224489796,0,0.09959183673469388
BA,50,5,1,0.15183673469387754,0,0.15020408163265306
BA,50,7,2,0.1926530612244898,25,0.15020408163265306
BA,100,3,2,0.057777777777777775,1,0.06464646464646465
BA,100,5,0,0.0997979797979798,3,0.10181818181818182
BA,100,7,0,0.13494949494949496,6,0.13535353535353536
BA,150,3,1,0.042058165548098436,1,0.04402684563758389
BA,150,5,2,0.07266219239373602,3,0.07785234899328859
BA,150,7,4,0.10380313199105146,8,0.10702460850111857
BA,50,3,1,0.08979591836734693,3,0.09795918367346938
BA,50,5,1,0.14857142857142858,1,0.15183673469387754
BA,50,7,0,0.20081632653061224,4,0.1926530612244898
BA,100,3,0,0.059393939393939395,5,0.06060606060606061
BA,100,5,1,0.0993939393939394,3,0.10181818181818182
BA,100,7,0,0.13373737373737374,6,0.14181818181818182
BA,150,3,0,0.04277404921700224,0,0.04599552572706935
BA,150,5,1,0.07123042505592841,5,0.07695749440715884
BA,150,7,2,0.105413870246085,1,0.10630872483221476
BA,50,3,3,0.09795918367346938,1,0.09959183673469388
BA,50,5,0,0.15836734693877552,3,0.15020408163265306
BA,50,7,1,0.19918367346938776,3,0.1893877551020408
BA,100,3,4,0.05858585858585859,3,0.06101010101010101
BA,100,5,3,0.10303030303030303,0,0.1006060606060606
BA,100,7,2,0.1385858585858586,0,0.14181818181818182
BA,150,3,2,0.04187919463087248,0,0.045100671140939595
BA,150,5,0,0.07624161073825503,0,0.07874720357941835
BA,150,7,2,0.10774049217002236,0,0.10720357941834452
BA,50,3,0,0.09306122448979592,10,0.0963265306122449
BA,50,5,1,0.1436734693877551,1,0.15020408163265306
BA,50,7,3,0.20244897959183675,2,0.20081632653061224
BA,100,3,0,0.06262626262626263,4,0.06181818181818182
BA,100,5,0,0.10101010101010101,5,0.10585858585858586
BA,100,7,1,0.13777777777777778,0,0.1406060606060606
BA,150,3,1,0.042237136465324385,0,0.047069351230425056
BA,150,5,1,0.07445190156599553,6,0.07606263982102908
BA,150,7,1,0.105413870246085,1,0.10827740492170022
BA,50,3,1,0.0946938775510204,0,0.09795918367346938
BA,50,5,0,0.14857142857142858,25,0.10612244897959183
BA,50,7,3,0.18612244897959185,8,0.1893877551020408
BA,100,3,0,0.05292929292929293,8,0.055757575757575756
BA,100,5,0,0.09616161616161616,2,0.10707070707070707
BA,100,7,1,0.1393939393939394,4,0.13737373737373737
BA,150,3,1,0.04062639821029083,2,0.047248322147651005
BA,150,5,5,0.07606263982102908,1,0.07803131991051454
BA,150,7,5,0.10272930648769575,6,0.10845637583892617
BA,50,3,2,0.08653061224489796,4,0.08653061224489796
BA,50,5,3,0.15836734693877552,2,0.16326530612244897
BA,50,7,0,0.1926530612244898,0,0.1893877551020408
BA,100,3,1,0.05494949494949495,3,0.059393939393939395
BA,100,5,0,0.0997979797979798,5,0.10262626262626262
BA,100,7,0,0.13737373737373737,3,0.1393939393939394
BA,150,3,1,0.04259507829977629,0,0.0447427293064877
BA,150,5,3,0.07588366890380313,1,0.07570469798657718
BA,150,7,3,0.10774049217002236,2,0.11257270693512304
BA,50,3,0,0.08653061224489796,0,0.09959183673469388
BA,50,5,0,0.16489795918367348,7,0.1469387755102041
BA,50,7,0,0.1926530612244898,2,0.18775510204081633
BA,100,3,1,0.0602020202020202,2,0.06303030303030303
BA,100,5,1,0.10101010101010101,4,0.10424242424242425
BA,100,7,1,0.14383838383838385,1,0.141010101010101
BA,150,3,1,0.04384787472035794,1,0.047248322147651005
BA,150,5,3,0.07498881431767337,8,0.07677852348993289
BA,150,7,2,0.10451901565995526,2,0.10738255033557047
BA,50,3,1,0.0963265306122449,5,0.10122448979591837
BA,50,5,2,0.15183673469387754,0,0.1436734693877551
BA,50,7,6,0.20408163265306123,4,0.19918367346938776
BA,100,3,0,0.057777777777777775,6,0.057373737373737375
BA,100,5,1,0.10383838383838384,1,0.10181818181818182
BA,100,7,1,0.1385858585858586,4,0.13252525252525252
BA,150,3,2,0.042237136465324385,4,0.046532438478747204
BA,150,5,2,0.07498881431767337,4,0.07624161073825503
BA,150,7,0,0.10988814317673377,3,0.11042505592841163
BA,50,3,3,0.08489795918367347,5,0.08979591836734693
BA,50,5,4,0.1469387755102041,25,0.0963265306122449
BA,50,7,5,0.17959183673469387,3,0.18448979591836734
BA,100,3,1,0.05858585858585859,1,0.06222222222222222
BA,100,5,3,0.10020202020202021,0,0.10747474747474747
BA,100,7,1,0.13777777777777778,5,0.141010101010101
BA,150,3,0,0.04170022371364653,6,0.04402684563758389
BA,150,5,0,0.07284116331096196,1,0.07785234899328859
BA,150,7,2,0.10648769574944071,5,0.10612975391498881
BA,50,3,1,0.10285714285714286,2,0.09795918367346938
BA,50,5,0,0.1469387755102041,3,0.16
BA,50,7,8,0.19428571428571428,6,0.19428571428571428
BA,100,3,0,0.057373737373737375,5,0.06060606060606061
BA,100,5,0,0.09858585858585858,3,0.10626262626262627
BA,100,7,0,0.13616161616161615,7,0.138989898989899
BA,150,3,2,0.042237136465324385,0,0.04527964205816555
BA,150,5,2,0.07642058165548099,2,0.07982102908277405
BA,150,7,1,0.10738255033557047,1,0.10720357941834452
BA,50,3,0,0.09795918367346938,1,0.09306122448979592
BA,50,5,0,0.15836734693877552,0,0.156734693877551
BA,50,7,2,0.19591836734693877,3,0.1910204081632653
BA,100,3,1,0.05898989898989899,4,0.059393939393939395
BA,100,5,0,0.09858585858585858,2,0.10262626262626262
BA,100,7,0,0.1414141414141414,2,0.14343434343434344
BA,150,3,0,0.04366890380313199,1,0.04671140939597315
BA,150,5,1,0.07337807606263982,2,0.07713646532438478
BA,150,7,0,0.1043400447427293,5,0.10630872483221476
BA,50,3,0,0.0946938775510204,2,0.09306122448979592
BA,50,5,0,0.16326530612244897,4,0.16489795918367348
BA,50,7,4,0.19428571428571428,25,0.16326530612244897
BA,100,3,1,0.059393939393939395,2,0.0602020202020202
BA,100,5,1,0.09494949494949495,0,0.10464646464646464
BA,100,7,6,0.13373737373737374,5,0.13333333333333333
BA,150,3,1,0.04062639821029083,4,0.04170022371364653
BA,150,5,0,0.07606263982102908,23,0.07570469798657718
BA,150,7,2,0.10577181208053692,2,0.11060402684563758
BA,50,3,3,0.0946938775510204,6,0.0946938775510204
BA,50,5,3,0.15183673469387754,1,0.15510204081632653
BA,50,7,1,0.18122448979591838,25,0.13551020408163264
BA,100,3,1,0.06060606060606061,1,0.06343434343434344
BA,100,5,0,0.10545454545454545,3,0.10222222222222223
BA,100,7,0,0.13737373737373737,5,0.1402020202020202
BA,150,3,0,0.045100671140939595,6,0.046353467561521255
BA,150,5,1,0.07230425055928412,1,0.07534675615212529
BA,150,7,1,0.10416107382550335,2,0.10666666666666667
BA,50,3,2,0.09795918367346938,1,0.0946938775510204
BA,50,5,0,0.14204081632653062,5,0.12571428571428572
BA,50,7,2,0.19428571428571428,2,0.20408163265306123
BA,100,3,0,0.059393939393939395,5,0.059393939393939395
BA,100,5,1,0.09898989898989899,0,0.10262626262626262
BA,100,7,8,0.13777777777777778,4,0.14424242424242426
BA,150,3,0,0.04366890380313199,4,0.04527964205816555
BA,150,5,0,0.07409395973154362,1,0.07731543624161073
BA,150,7,1,0.10917225950782998,2,0.11060402684563758
BA,50,3,6,0.08653061224489796,1,0.0963265306122449
BA,50,5,1,0.15510204081632653,1,0.16326530612244897
BA,50,7,1,0.20081632653061224,1,0.2089795918367347
BA,100,3,0,0.06101010101010101,2,0.061414141414141414
BA,100,5,0,0.09818181818181818,2,0.10181818181818182
BA,100,7,3,0.13494949494949496,6,0.13575757575757577
BA,150,3,0,0.04187919463087248,2,0.0458165548098434
BA,150,5,1,0.07534675615212529,4,0.07874720357941835
BA,150,7,1,0.10416107382550335,3,0.11185682326621924
BA,50,3,4,0.09306122448979592,10,0.08489795918367347
BA,50,5,4,0.15836734693877552,8,0.156734693877551
BA,50,7,1,0.1926530612244898,8,0.20244897959183675
BA,100,3,2,0.052525252525252523,3,0.05292929292929293
BA,100,5,0,0.09858585858585858,1,0.10424242424242425
BA,100,7,2,0.13656565656565656,1,0.1406060606060606
BA,150,3,0,0.041521252796420584,3,0.045100671140939595
BA,150,5,1,0.07319910514541388,2,0.07821029082774049
BA,150,7,0,0.10416107382550335,5,0.10827740492170022
BA,50,3,0,0.10122448979591837,21,0.07510204081632653
BA,50,5,1,0.16163265306122448,7,0.16816326530612244
BA,50,7,7,0.20408163265306123,0,0.21224489795918366
BA,100,3,2,0.05898989898989899,2,0.06343434343434344
BA,100,5,0,0.10303030303030303,9,0.10505050505050505
BA,100,7,2,0.1385858585858586,5,0.14262626262626263
BA,150,3,1,0.045100671140939595,0,0.0454586129753915
BA,150,5,2,0.07695749440715884,0,0.08017897091722595
BA,150,7,1,0.10505592841163311,1,0.11042505592841163
BA,50,3,4,0.08,3,0.08326530612244898
BA,50,5,5,0.15020408163265306,3,0.16653061224489796
BA,50,7,0,0.19591836734693877,6,0.19428571428571428
BA,100,3,0,0.05858585858585859,5,0.05858585858585859
BA,100,5,0,0.0993939393939394,1,0.10505050505050505
BA,100,7,1,0.13575757575757577,4,0.13777777777777778
BA,150,3,0,0.04098434004474273,1,0.0454586129753915
BA,150,5,0,0.07516778523489932,5,0.07695749440715884
BA,150,7,1,0.10505592841163311,5,0.10738255033557047
BA,50,3,0,0.08979591836734693,25,0.07183673469387755
BA,50,5,1,0.1469387755102041,4,0.15020408163265306
BA,50,7,5,0.19755102040816327,4,0.19591836734693877
BA,100,3,3,0.052525252525252523,2,0.057373737373737375
BA,100,5,1,0.10141414141414141,1,0.10343434343434343
BA,100,7,1,0.13777777777777778,1,0.14545454545454545
BA,150,3,0,0.04348993288590604,3,0.04814317673378076
BA,150,5,0,0.07033557046979866,3,0.07552572706935123
BA,150,7,4,0.10809843400447428,1,0.10917225950782998
BA,50,3,1,0.0963265306122449,9,0.08163265306122448
BA,50,5,0,0.156734693877551,2,0.16163265306122448
BA,50,7,3,0.19755102040816327,2,0.19591836734693877
BA,100,3,1,0.0602020202020202,20,0.05292929292929293
BA,100,5,0,0.09373737373737374,7,0.10181818181818182
BA,100,7,0,0.138989898989899,0,0.14222222222222222
BA,150,3,0,0.04044742729306488,0,0.04599552572706935
BA,150,5,1,0.07570469798657718,1,0.07731543624161073
BA,150,7,1,0.10416107382550335,5,0.1032662192393736
BA,50,3,0,0.08816326530612245,1,0.09959183673469388
BA,50,5,1,0.15836734693877552,0,0.15346938775510205
BA,50,7,5,0.19428571428571428,2,0.19755102040816327
BA,100,3,3,0.05858585858585859,2,0.06101010101010101
BA,100,5,2,0.09777777777777778,6,0.10222222222222223
BA,100,7,0,0.13252525252525252,27,0.12808080808080807
BA,150,3,0,0.04384787472035794,13,0.04384787472035794
BA,150,5,2,0.07677852348993289,0,0.0789261744966443
BA,150,7,1,0.105413870246085,2,0.10917225950782998
BA,50,3,8,0.08163265306122448,0,0.09959183673469388
BA,50,5,0,0.16653061224489796,8,0.15183673469387754
BA,50,7,1,0.2057142857142857,5,0.20408163265306123
BA,100,3,0,0.05696969696969697,1,0.05818181818181818
BA,100,5,0,0.1006060606060606,2,0.10464646464646464
BA,100,7,1,0.138989898989899,3,0.14747474747474748
BA,150,3,2,0.04098434004474273,4,0.04402684563758389
BA,150,5,3,0.07284116331096196,4,0.07534675615212529
BA,150,7,2,0.10738255033557047,3,0.11203579418344518
BA,50,3,2,0.09142857142857143,10,0.09142857142857143
BA,50,5,0,0.14857142857142858,2,0.16326530612244897
BA,50,7,2,0.19755102040816327,2,0.20081632653061224
BA,100,3,1,0.05818181818181818,1,0.0597979797979798
BA,100,5,6,0.10464646464646464,3,0.10101010101010101
BA,100,7,0,0.13454545454545455,3,0.13656565656565656
BA,150,3,0,0.04402684563758389,2,0.046532438478747204
BA,150,5,0,0.07821029082774049,0,0.0785682326621924
BA,150,7,0,0.10720357941834452,1,0.11024608501118568
BA,50,3,1,0.0946938775510204,13,0.08979591836734693
BA,50,5,4,0.16489795918367348,3,0.16
BA,50,7,4,0.19918367346938776,0,0.20408163265306123
BA,100,3,2,0.06060606060606061,6,0.057373737373737375
BA,100,5,3,0.10464646464646464,2,0.10424242424242425
BA,100,7,2,0.1393939393939394,1,0.138989898989899
BA,150,3,0,0.04348993288590604,2,0.04563758389261745
BA,150,5,3,0.07284116331096196,2,0.07803131991051454
BA,150,7,0,0.1039821029082774,0,0.10774049217002236
BA,50,3,0,0.10448979591836735,0,0.09306122448979592
BA,50,5,0,0.15346938775510205,5,0.15510204081632653
BA,50,7,4,0.19591836734693877,0,0.19918367346938776
BA,100,3,3,0.052525252525252523,2,0.06060606060606061
BA,100,5,4,0.10383838383838384,10,0.09656565656565656
BA,100,7,1,0.1414141414141414,1,0.1406060606060606
BA,150,3,2,0.04384787472035794,7,0.04348993288590604
BA,150,5,0,0.07642058165548099,1,0.08
BA,150,7,1,0.10684563758389262,2,0.10988814317673377
BA,50,3,0,0.09142857142857143,1,0.08979591836734693
BA,50,5,6,0.15183673469387754,25,0.11918367346938775
BA,50,7,2,0.1893877551020408,1,0.21387755102040817
BA,100,3,0,0.057777777777777775,5,0.06060606060606061
BA,100,5,1,0.0997979797979798,4,0.10303030303030303
BA,100,7,0,0.13575757575757577,0,0.138989898989899
BA,150,3,3,0.042953020134228186,12,0.045100671140939595
BA,150,5,1,0.07570469798657718,3,0.07838926174496644
BA,150,7,1,0.10469798657718121,8,0.10451901565995526
BA,50,3,7,0.08979591836734693,8,0.09142857142857143
BA,50,5,0,0.15020408163265306,3,0.16489795918367348
BA,50,7,0,0.19591836734693877,0,0.20244897959183675
BA,100,3,0,0.05818181818181818,2,0.06424242424242424
BA,100,5,1,0.09898989898989899,3,0.10505050505050505
BA,100,7,0,0.1402020202020202,0,0.1393939393939394
BA,150,3,2,0.04277404921700224,3,0.045100671140939595
BA,150,5,1,0.07570469798657718,2,0.0796420581655481
BA,150,7,2,0.10523489932885906,1,0.10809843400447428
BA,50,3,1,0.0963265306122449,24,0.05061224489795919
BA,50,5,0,0.15346938775510205,6,0.15510204081632653
BA,50,7,2,0.18775510204081633,1,0.1763265306122449
BA,100,3,4,0.05494949494949495,1,0.057777777777777775
BA,100,5,1,0.09535353535353536,1,0.10101010101010101
BA,100,7,0,0.14747474747474748,0,0.14303030303030304
BA,150,3,3,0.04241610738255033,1,0.0447427293064877
BA,150,5,3,0.07302013422818791,3,0.07821029082774049
BA,150,7,2,0.105413870246085,3,0.10881431767337807
BA,50,3,1,0.09142857142857143,6,0.09142857142857143
BA,50,5,1,0.14530612244897959,6,0.1469387755102041
BA,50,7,2,0.1893877551020408,5,0.19755102040816327
BA,100,3,0,0.05818181818181818,4,0.057777777777777775
BA,100,5,0,0.09737373737373738,2,0.0997979797979798
BA,100,7,0,0.14262626262626263,6,0.1397979797979798
BA,150,3,1,0.04527964205816555,5,0.04599552572706935
BA,150,5,0,0.07767337807606264,6,0.08053691275167785
BA,150,7,2,0.10935123042505593,4,0.10648769574944071
BA,50,3,0,0.08,25,0.05714285714285714
BA,50,5,1,0.16163265306122448,2,0.16163265306122448
BA,50,7,2,0.19428571428571428,5,0.2057142857142857
BA,100,3,2,0.05858585858585859,0,0.0602020202020202
BA,100,5,2,0.1006060606060606,4,0.10141414141414141
BA,100,7,5,0.1385858585858586,4,0.14262626262626263
BA,150,3,2,0.04044742729306488,2,0.04277404921700224
BA,150,5,0,0.07606263982102908,4,0.07803131991051454
BA,150,7,0,0.10219239373601789,2,0.10738255033557047
BA,50,3,2,0.0963265306122449,0,0.10285714285714286
BA,50,5,2,0.14204081632653062,1,0.15836734693877552
BA,50,7,1,0.20244897959183675,3,0.19591836734693877
BA,100,3,0,0.057373737373737375,3,0.0597979797979798
BA,100,5,0,0.10141414141414141,0,0.10545454545454545
BA,100,7,1,0.13777777777777778,1,0.14626262626262626
BA,150,3,0,0.04187919463087248,2,0.0447427293064877
BA,150,5,1,0.07642058165548099,0,0.07982102908277405
BA,150,7,0,0.10845637583892617,0,0.11114093959731544
BA,50,3,2,0.09306122448979592,1,0.09795918367346938
BA,50,5,0,0.14530612244897959,8,0.14530612244897959
BA,50,7,1,0.18285714285714286,0,0.2089795918367347
BA,100,3,1,0.05494949494949495,3,0.0597979797979798
BA,100,5,0,0.09616161616161616,0,0.10303030303030303
BA,100,7,1,0.1406060606060606,3,0.14262626262626263
BA,150,3,1,0.042237136465324385,1,0.04778523489932886
BA,150,5,0,0.07463087248322148,6,0.07946308724832214
BA,150,7,1,0.10738255033557047,0,0.10827740492170022
BA,50,3,1,0.09959183673469388,8,0.09959183673469388
BA,50,5,3,0.15836734693877552,6,0.16
BA,50,7,2,0.1910204081632653,3,0.17469387755102042
BA,100,3,1,0.05898989898989899,0,0.0602020202020202
BA,100,5,5,0.09696969696969697,4,0.10545454545454545
BA,100,7,2,0.13292929292929292,8,0.13494949494949496
BA,150,3,0,0.04313199105145414,6,0.04331096196868009
BA,150,5,1,0.07534675615212529,3,0.07767337807606264
BA,150,7,3,0.10630872483221476,2,0.10899328859060403
BA,50,3,2,0.0946938775510204,6,0.09306122448979592
BA,50,5,2,0.15183673469387754,1,0.16816326530612244
BA,50,7,2,0.20244897959183675,2,0.18448979591836734
BA,100,3,0,0.057777777777777775,0,0.05898989898989899
BA,100,5,1,0.10222222222222223,2,0.10666666666666667
BA,100,7,1,0.141010101010101,1,0.141010101010101
BA,150,3,0,0.042237136465324385,1,0.0447427293064877
BA,150,5,3,0.07534675615212529,1,0.08125279642058165
BA,150,7,2,0.10630872483221476,2,0.10827740492170022
BA,50,3,0,0.0963265306122449,3,0.0946938775510204
BA,50,5,25,0.10775510204081633,0,0.156734693877551
BA,50,7,2,0.19755102040816327,2,0.2089795918367347
BA,100,3,1,0.05616161616161616,1,0.0602020202020202
BA,100,5,1,0.10505050505050505,0,0.10464646464646464
BA,100,7,0,0.13454545454545455,4,0.14383838383838385
BA,150,3,1,0.04402684563758389,3,0.044205816554809846
BA,150,5,1,0.07337807606263982,7,0.07606263982102908
BA,150,7,2,0.10523489932885906,9,0.10899328859060403
BA,50,3,2,0.08326530612244898,0,0.09306122448979592
BA,50,5,2,0.15183673469387754,25,0.11918367346938775
BA,50,7,1,0.18448979591836734,4,0.19591836734693877
BA,100,3,1,0.05898989898989899,0,0.06101010101010101
BA,100,5,0,0.0997979797979798,1,0.10828282828282829
BA,100,7,0,0.13696969696969696,9,0.1414141414141414
BA,150,3,1,0.04384787472035794,0,0.0458165548098434
BA,150,5,0,0.07767337807606264,2,0.0792841163310962
BA,150,7,1,0.101834451901566,1,0.10630872483221476
BA,50,3,2,0.0963265306122449,25,0.06693877551020408
BA,50,5,2,0.15183673469387754,1,0.15020408163265306
BA,50,7,0,0.20408163265306123,6,0.20081632653061224
BA,100,3,2,0.052121212121212124,6,0.05616161616161616
BA,100,5,1,0.10262626262626262,4,0.10383838383838384
BA,100,7,1,0.13090909090909092,5,0.13818181818181818
BA,150,3,1,0.042237136465324385,1,0.045100671140939595
BA,150,5,0,0.07713646532438478,1,0.07838926174496644
BA,150,7,0,0.10344519015659956,4,0.10666666666666667
BA,50,3,1,0.09142857142857143,2,0.09306122448979592
BA,50,5,1,0.15346938775510205,1,0.15836734693877552
BA,50,7,0,0.19428571428571428,5,0.20408163265306123
BA,100,3,0,0.057777777777777775,2,0.06060606060606061
BA,100,5,0,0.10585858585858586,3,0.10787878787878788
BA,100,7,1,0.13494949494949496,2,0.13737373737373737
BA,150,3,0,0.04313199105145414,0,0.047069351230425056
BA,150,5,2,0.07803131991051454,2,0.0792841163310962
BA,150,7,0,0.10648769574944071,4,0.11024608501118568
BA,50,3,1,0.0783673469387755,2,0.10122448979591837
BA,50,5,2,0.14857142857142858,3,0.15836734693877552
BA,50,7,2,0.18775510204081633,5,0.1910204081632653
BA,100,3,0,0.05818181818181818,4,0.05858585858585859
BA,100,5,2,0.09737373737373738,0,0.10181818181818182
BA,100,7,2,0.13414141414141414,1,0.1385858585858586
BA,150,3,1,0.04187919463087248,5,0.04671140939597315
BA,150,5,0,0.07248322147651007,1,0.07731543624161073
BA,150,7,1,0.1025503355704698,26,0.1043400447427293
