type,vertex_count,block_count,eigenvector_fp,eigenvector_energy,half_fp,half_energy
SBM,100,3,2,0.2077922077922078,0,0.20243248814677386
SBM,100,5,0,0.19515151515151516,2,0.19353535353535353
SBM,150,2,1,0.2629082774049217,0,0.2664876957494407
SBM,150,3,0,0.2459060402684564,0,0.2265771812080537
SBM,150,5,2,0.21046979865771812,0,0.2124384787472036
SBM,50,2,2,0.2612244897959184,3,0.21714285714285714
SBM,50,3,2,0.16312056737588654,8,0.18439716312056736
SBM,50,5,1,0.15346938775510205,1,0.15183673469387754
SBM,100,2,0,0.24686868686868688,0,0.24727272727272728
SBM,100,3,1,0.2341785198928056,0,0.21562564419707278
SBM,100,5,1,0.19272727272727272,0,0.18828282828282827
SBM,150,2,0,0.268993288590604,4,0.2620134228187919
SBM,150,3,0,0.22747203579418346,22,0.229082774049217
SBM,150,5,1,0.2124384787472036,0,0.22246085011185682
SBM,50,2,7,0.19918367346938776,0,0.19918367346938776
SBM,50,3,2,0.15425531914893617,24,0.13120567375886524
SBM,50,5,0,0.16,3,0.16163265306122448
SBM,100,2,0,0.24848484848484848,0,0.24525252525252525
SBM,100,3,1,0.21974850546279118,2,0.20119562976705835
SBM,100,5,0,0.18666666666666668,2,0.18626262626262627
SBM,150,2,0,0.2621923937360179,0,0.26308724832214764
SBM,150,3,6,0.2195973154362416,0,0.2156599552572707
SBM,150,5,1,0.21637583892617449,0,0.21369127516778524
SBM,50,2,2,0.2546938775510204,0,0.2057142857142857
SBM,50,3,0,0.19680851063829788,0,0.18971631205673758
SBM,50,5,0,0.15836734693877552,25,0.13224489795918368
SBM,100,2,0,0.24525252525252525,0,0.24242424242424243
SBM,100,3,2,0.22263450834879406,0,0.2209853638425067
SBM,100,5,0,0.19474747474747475,1,0.19393939393939394
SBM,150,2,1,0.2664876957494407,2,0.2668456375838926
SBM,150,3,0,0.2149440715883669,0,0.21100671140939598
SBM,150,5,0,0.21637583892617449,0,0.21619686800894855
SBM,50,2,0,0.2220408163265306,1,0.21387755102040817
SBM,50,3,17,0.14716312056737588,0,0.1773049645390071
SBM,50,5,2,0.14530612244897959,3,0.1436734693877551
SBM,100,2,0,0.24,0,0.24323232323232324
SBM,100,3,2,0.19501133786848074,0,0.19830962688105544
SBM,100,5,2,0.19515151515151516,0,0.18868686868686868
SBM,150,2,0,0.26308724832214764,4,0.2612975391498881
SBM,150,3,0,0.22926174496644294,0,0.22138702460850113
SBM,150,5,0,0.21548098434004473,1,0.20599552572706936
SBM,50,2,2,0.23346938775510204,0,0.2220408163265306
SBM,50,3,1,0.21453900709219859,24,0.13829787234042554
SBM,50,5,0,0.15020408163265306,1,0.1469387755102041
SBM,100,2,0,0.24363636363636362,0,0.24444444444444444
SBM,100,3,6,0.227994227994228,1,0.23871366728509585
SBM,100,5,0,0.19515151515151516,3,0.19474747474747475
SBM,150,2,0,0.25843400447427295,0,0.25914988814317674
SBM,150,3,0,0.2301565995525727,3,0.22586129753914988
SBM,150,5,0,0.21923937360178972,4,0.2156599552572707
SBM,50,2,0,0.19428571428571428,0,0.19428571428571428
SBM,50,3,1,0.21099290780141844,0,0.2074468085106383
SBM,50,5,1,0.15510204081632653,0,0.16163265306122448
SBM,100,2,1,0.25656565656565655,6,0.24646464646464647
SBM,100,3,0,0.21521335807050093,0,0.20408163265306123
SBM,100,5,3,0.18545454545454546,15,0.18424242424242424
SBM,150,2,0,0.2688143176733781,2,0.2670246085011186
SBM,150,3,0,0.25986577181208054,0,0.24
SBM,150,5,1,0.21637583892617449,2,0.21100671140939598
SBM,50,2,2,0.19755102040816327,3,0.19755102040816327
SBM,50,3,1,0.16134751773049646,1,0.16312056737588654
SBM,50,5,0,0.16163265306122448,1,0.15020408163265306
SBM,100,2,9,0.22585858585858587,0,0.23515151515151514
SBM,100,3,0,0.24984539270253556,1,0.22469593898165327
SBM,100,5,1,0.19434343434343435,3,0.2012121212121212
SBM,150,2,2,0.26541387024608504,0,0.2646979865771812
SBM,150,3,2,0.214586129753915,0,0.22138702460850113
SBM,150,5,0,0.20993288590604026,1,0.20187919463087248
SBM,50,2,2,0.21387755102040817,3,0.2057142857142857
SBM,50,3,1,0.18262411347517732,2,0.17907801418439717
SBM,50,5,1,0.156734693877551,0,0.16979591836734695
SBM,100,2,3,0.23717171717171717,1,0.23959595959595958
SBM,100,3,2,0.22964337250051536,1,0.20944135229849514
SBM,100,5,1,0.18666666666666668,4,0.1874747474747475
SBM,150,2,3,0.25718120805369127,6,0.25861297539149886
SBM,150,3,0,0.23069351230425056,1,0.2265771812080537
SBM,150,5,2,0.2149440715883669,1,0.218165548098434
SBM,50,2,1,0.2530612244897959,25,0.16
SBM,50,3,1,0.22163120567375885,1,0.20390070921985815
SBM,50,5,2,0.16326530612244897,2,0.15836734693877552
SBM,100,2,0,0.2412121212121212,5,0.24161616161616162
SBM,100,3,4,0.2057307771593486,1,0.23500309214594928
SBM,100,5,3,0.20323232323232324,0,0.20484848484848484
SBM,150,2,0,0.26093959731543626,0,0.2632662192393736
SBM,150,3,2,0.24411633109619688,2,0.2283668903803132
SBM,150,5,2,0.22532438478747205,0,0.2174496644295302
SBM,50,2,0,0.19755102040816327,0,0.21061224489795918
SBM,50,3,3,0.19858156028368795,24,0.13829787234042554
SBM,50,5,1,0.16,0,0.16816326530612244
SBM,100,2,0,0.24565656565656566,9,0.2404040404040404
SBM,100,3,3,0.23623995052566482,49,0.16532673675530818
SBM,100,5,1,0.2012121212121212,2,0.19717171717171716
SBM,150,2,8,0.26380313199105143,0,0.26308724832214764
SBM,150,3,3,0.22246085011185682,15,0.21315436241610738
SBM,150,5,1,0.20689038031319912,0,0.21190156599552573
SBM,50,2,0,0.22040816326530613,3,0.2089795918367347
SBM,50,3,12,0.15070921985815602,3,0.19148936170212766
SBM,50,5,2,0.14530612244897959,1,0.1469387755102041
SBM,100,2,1,0.24646464646464647,3,0.24808080808080807
SBM,100,3,3,0.2440733869305298,1,0.2490208204493919
SBM,100,5,0,0.19676767676767676,1,0.19474747474747475
SBM,150,2,0,0.26416107382550336,4,0.26559284116331094
SBM,150,3,0,0.22389261744966443,2,0.2371364653243848
SBM,150,5,1,0.21100671140939598,1,0.21583892617449665
SBM,50,2,0,0.21061224489795918,3,0.20081632653061224
SBM,50,3,3,0.15070921985815602,24,0.11347517730496454
SBM,50,5,0,0.156734693877551,6,0.14857142857142858
SBM,100,2,2,0.24242424242424243,0,0.24161616161616162
SBM,100,3,0,0.22387136672850957,4,0.2106782106782107
SBM,100,5,3,0.19313131313131313,4,0.18787878787878787
SBM,150,2,4,0.26917225950782997,3,0.2646979865771812
SBM,150,3,0,0.22514541387024609,1,0.229082774049217
SBM,150,5,1,0.21351230425055928,0,0.2174496644295302
SBM,50,2,0,0.23673469387755103,0,0.1893877551020408
SBM,50,3,2,0.20212765957446807,2,0.22695035460992907
SBM,50,5,1,0.1469387755102041,1,0.1469387755102041
SBM,100,2,2,0.2408080808080808,50,0.1874747474747475
SBM,100,3,2,0.2490208204493919,0,0.21150278293135436
SBM,100,5,1,0.20202020202020202,7,0.19797979797979798
SBM,150,2,3,0.26237136465324384,7,0.26416107382550336
SBM,150,3,2,0.2294407158836689,0,0.23302013422818793
SBM,150,5,0,0.22246085011185682,2,0.22228187919463088
SBM,50,2,2,0.21387755102040817,1,0.21224489795918366
SBM,50,3,1,0.2127659574468085,3,0.19858156028368795
SBM,50,5,0,0.16816326530612244,0,0.17469387755102042
SBM,100,2,2,0.2408080808080808,0,0.24686868686868688
SBM,100,3,0,0.21480107194392908,3,0.20366934652648938
SBM,100,5,3,0.1923232323232323,12,0.19393939393939394
SBM,150,2,0,0.2621923937360179,4,0.258255033557047
SBM,150,3,4,0.22228187919463088,6,0.22317673378076064
SBM,150,5,2,0.21333333333333335,0,0.21727069351230424
SBM,50,2,0,0.24816326530612245,3,0.20408163265306123
SBM,50,3,1,0.1950354609929078,0,0.16843971631205673
SBM,50,5,1,0.15836734693877552,6,0.13551020408163264
SBM,100,2,0,0.24646464646464647,2,0.24646464646464647
SBM,100,3,9,0.20408163265306123,2,0.21933621933621933
SBM,100,5,2,0.19555555555555557,2,0.19555555555555557
SBM,150,2,0,0.2621923937360179,0,0.26380313199105143
SBM,150,3,0,0.2269351230425056,0,0.22782997762863536
SBM,150,5,1,0.2124384787472036,5,0.20778523489932885
SBM,50,2,6,0.20244897959183675,0,0.2236734693877551
SBM,50,3,0,0.18971631205673758,0,0.19858156028368795
SBM,50,5,0,0.15020408163265306,1,0.13551020408163264
SBM,100,2,1,0.23474747474747476,1,0.2319191919191919
SBM,100,3,0,0.25396825396825395,0,0.24036281179138322
SBM,100,5,0,0.19393939393939394,0,0.19434343434343435
SBM,150,2,0,0.26612975391498883,0,0.26738255033557046
SBM,150,3,3,0.2305145413870246,2,0.22568232662192395
SBM,150,5,0,0.21225950782997763,1,0.21333333333333335
SBM,50,2,1,0.19755102040816327,14,0.19755102040816327
SBM,50,3,1,0.19858156028368795,4,0.1879432624113475
SBM,50,5,0,0.1730612244897959,8,0.16
SBM,100,2,0,0.24,0,0.2391919191919192
SBM,100,3,1,0.21315192743764172,0,0.21851164708307566
SBM,100,5,0,0.20606060606060606,0,0.1995959595959596
SBM,150,2,0,0.2621923937360179,2,0.2632662192393736
SBM,150,3,0,0.2199552572706935,1,0.26022371364653246
SBM,150,5,0,0.21923937360178972,2,0.22425055928411633
SBM,50,2,0,0.20408163265306123,7,0.20081632653061224
SBM,50,3,1,0.1950354609929078,13,0.1773049645390071
SBM,50,5,0,0.16163265306122448,1,0.15183673469387754
SBM,100,2,0,0.2408080808080808,0,0.2412121212121212
SBM,100,3,1,0.2160379303236446,0,0.23995052566481137
SBM,100,5,0,0.20484848484848484,3,0.20646464646464646
SBM,150,2,0,0.2620134228187919,1,0.26559284116331094
SBM,150,3,0,0.22281879194630871,2,0.21906040268456375
SBM,150,5,0,0.2178076062639821,0,0.21655480984340045
SBM,50,2,2,0.20408163265306123,1,0.2530612244897959
SBM,50,3,0,0.18439716312056736,0,0.18262411347517732
SBM,50,5,2,0.15346938775510205,0,0.14530612244897959
SBM,100,2,3,0.23515151515151514,1,0.2391919191919192
SBM,100,3,2,0.21315192743764172,2,0.21356421356421357
SBM,100,5,0,0.19111111111111112,2,0.1907070707070707
SBM,150,2,0,0.2600447427293065,6,0.25592841163310964
SBM,150,3,0,0.21583892617449665,1,0.21315436241610738
SBM,150,5,2,0.21118568232662194,2,0.20921700223713646
SBM,50,2,0,0.2073469387755102,0,0.26448979591836735
SBM,50,3,1,0.21808510638297873,1,0.16666666666666666
SBM,50,5,1,0.16653061224489796,3,0.15020408163265306
SBM,100,2,1,0.258989898989899,0,0.24848484848484848
SBM,100,3,0,0.2106782106782107,1,0.2028447742733457
SBM,100,5,1,0.20727272727272728,1,0.20404040404040405
SBM,150,2,3,0.26165548098434005,0,0.26058165548098433
SBM,150,3,0,0.22281879194630871,0,0.22049217002237137
SBM,150,5,0,0.21082774049217,1,0.20742729306487695
SBM,50,2,0,0.2057142857142857,0,0.19591836734693877
SBM,50,3,0,0.20567375886524822,4,0.16843971631205673
SBM,50,5,1,0.15836734693877552,3,0.15836734693877552
SBM,100,2,4,0.24202020202020202,1,0.2509090909090909
SBM,100,3,2,0.23129251700680273,6,0.1999587713873428
SBM,100,5,0,0.1987878787878788,1,0.19636363636363635
SBM,150,2,0,0.26022371364653246,1,0.2614765100671141
SBM,150,3,0,0.24948545861297539,4,0.22460850111856823
SBM,150,5,0,0.2149440715883669,3,0.2127964205816555
SBM,50,2,0,0.24489795918367346,0,0.18285714285714286
SBM,50,3,1,0.20567375886524822,0,0.20567375886524822
SBM,50,5,0,0.15836734693877552,0,0.156734693877551
SBM,100,2,2,0.24646464646464647,0,0.24606060606060606
SBM,100,3,2,0.23953823953823955,0,0.24654710368996083
SBM,100,5,0,0.1890909090909091,2,0.1898989898989899
SBM,150,2,5,0.2643400447427293,0,0.2639821029082774
SBM,150,3,0,0.2276510067114094,2,0.22514541387024609
SBM,150,5,3,0.21387024608501118,0,0.20492170022371364
SBM,50,2,1,0.21551020408163266,0,0.24
SBM,50,3,0,0.20921985815602837,0,0.18085106382978725
SBM,50,5,0,0.16326530612244897,0,0.17142857142857143
SBM,100,2,0,0.24202020202020202,48,0.19838383838383838
SBM,100,3,0,0.20614306328592044,1,0.2119150690579262
SBM,100,5,0,0.2008080808080808,6,0.20363636363636364
SBM,150,2,2,0.26237136465324384,0,0.2611185682326622
SBM,150,3,1,0.22210290827740492,4,0.22210290827740492
SBM,150,5,2,0.21064876957494408,0,0.20724832214765102
SBM,50,2,8,0.21224489795918366,1,0.2236734693877551
SBM,50,3,1,0.14716312056737588,0,0.16666666666666666
SBM,50,5,0,0.1436734693877551,0,0.13877551020408163
SBM,100,2,1,0.23959595959595958,0,0.23757575757575758
SBM,100,3,0,0.21315192743764172,0,0.21232735518449805
SBM,100,5,2,0.1995959595959596,1,0.1987878787878788
SBM,150,2,0,0.2713199105145414,4,0.26738255033557046
SBM,150,3,0,0.229082774049217,1,0.2682774049217002
SBM,150,5,4,0.2156599552572707,2,0.2174496644295302
SBM,50,2,9,0.18612244897959185,3,0.21551020408163266
SBM,50,3,1,0.18085106382978725,2,0.16666666666666666
SBM,50,5,3,0.156734693877551,2,0.15346938775510205
SBM,100,2,0,0.24686868686868688,3,0.29494949494949496
SBM,100,3,1,0.24366110080395795,1,0.22469593898165327
SBM,100,5,2,0.20282828282828283,1,0.20282828282828283
SBM,150,2,1,0.2639821029082774,8,0.2643400447427293
SBM,150,3,0,0.21798657718120806,6,0.2195973154362416
SBM,150,5,2,0.21691275167785234,1,0.21100671140939598
SBM,50,2,1,0.20244897959183675,0,0.2089795918367347
SBM,50,3,2,0.16134751773049646,6,0.16489361702127658
SBM,50,5,0,0.15836734693877552,0,0.16326530612244897
SBM,100,2,1,0.24808080808080807,0,0.24404040404040403
SBM,100,3,0,0.2209853638425067,2,0.21562564419707278
SBM,100,5,0,0.2,1,0.19272727272727272
SBM,150,2,0,0.2695302013422819,0,0.26970917225950786
SBM,150,3,1,0.22353467561521254,2,0.22926174496644294
SBM,150,5,0,0.21619686800894855,0,0.2178076062639821
SBM,50,2,1,0.2220408163265306,0,0.22040816326530613
SBM,50,3,6,0.19858156028368795,0,0.1702127659574468
SBM,50,5,1,0.18285714285714286,6,0.16653061224489796
SBM,100,2,6,0.23959595959595958,0,0.24242424242424243
SBM,100,3,0,0.24283652855081425,0,0.2168625025767883
SBM,100,5,0,0.2016161616161616,0,0.20040404040404042
SBM,150,2,2,0.26344519015659956,0,0.25914988814317674
SBM,150,3,0,0.26272930648769577,0,0.22997762863534676
SBM,150,5,2,0.21208053691275167,2,0.2083221476510067
SBM,50,2,0,0.1926530612244898,12,0.17959183673469387
SBM,50,3,0,0.18971631205673758,3,0.16134751773049646
SBM,50,5,0,0.18285714285714286,0,0.17142857142857143
SBM,100,2,3,0.2501010101010101,1,0.24242424242424243
SBM,100,3,2,0.2209853638425067,4,0.22881880024737167
SBM,100,5,0,0.19272727272727272,5,0.18222222222222223
SBM,150,2,2,0.2636241610738255,0,0.26380313199105143
SBM,150,3,0,0.22460850111856823,1,0.22460850111856823
SBM,150,5,0,0.21100671140939598,0,0.20563758389261744
SBM,50,2,0,0.24979591836734694,0,0.21877551020408162
SBM,50,3,1,0.1702127659574468,0,0.17375886524822695
SBM,50,5,0,0.16,2,0.15510204081632653
SBM,100,2,1,0.24727272727272728,2,0.2391919191919192
SBM,100,3,3,0.21438878581735724,1,0.2168625025767883
SBM,100,5,8,0.17898989898989898,5,0.18505050505050505
SBM,150,2,0,0.25843400447427295,0,0.2596868008948546
SBM,150,3,0,0.22586129753914988,1,0.22263982102908278
SBM,150,5,2,0.21619686800894855,0,0.2199552572706935
SBM,50,2,1,0.2089795918367347,0,0.19755102040816327
SBM,50,3,5,0.17907801418439717,0,0.17375886524822695
SBM,50,5,1,0.16489795918367348,1,0.16326530612244897
SBM,100,2,0,0.24484848484848484,1,0.24323232323232324
SBM,100,3,1,0.238301381158524,1,0.21438878581735724
SBM,100,5,0,0.20282828282828283,4,0.2
SBM,150,2,1,0.26935123042505593,0,0.26541387024608504
SBM,150,3,3,0.22568232662192395,3,0.22299776286353468
SBM,150,5,0,0.22085011185682327,2,0.21727069351230424
SBM,50,2,2,0.20408163265306123,4,0.2057142857142857
SBM,50,3,0,0.18971631205673758,2,0.19858156028368795
SBM,50,5,4,0.1404081632653061,9,0.1436734693877551
SBM,100,2,1,0.25535353535353533,6,0.24484848484848484
SBM,100,3,0,0.21521335807050093,0,0.23459080601937746
SBM,100,5,1,0.20040404040404042,9,0.19555555555555557
SBM,150,2,1,0.2688143176733781,5,0.2670246085011186
SBM,150,3,0,0.2305145413870246,0,0.2570022371364653
SBM,150,5,0,0.22192393736017896,0,0.2086800894854586
SBM,50,2,1,0.22693877551020408,3,0.21714285714285714
SBM,50,3,24,0.13829787234042554,1,0.20035460992907803
SBM,50,5,4,0.156734693877551,6,0.15020408163265306
SBM,100,2,0,0.24242424242424243,0,0.24606060606060606
SBM,100,3,2,0.20614306328592044,49,0.1797567511853226
SBM,100,5,0,0.18181818181818182,0,0.19353535353535353
SBM,150,2,0,0.25843400447427295,0,0.2645190156599553
SBM,150,3,0,0.22299776286353468,1,0.22425055928411633
SBM,150,5,0,0.21225950782997763,1,0.2160178970917226
SBM,50,2,0,0.2220408163265306,3,0.2057142857142857
SBM,50,3,2,0.18617021276595744,1,0.18971631205673758
SBM,50,5,3,0.16489795918367348,1,0.15510204081632653
SBM,100,2,1,0.24323232323232324,2,0.24888888888888888
SBM,100,3,2,0.22923108637394352,49,0.1673881673881674
SBM,100,5,1,0.20242424242424242,2,0.20363636363636364
SBM,150,2,5,0.26272930648769577,0,0.26970917225950786
SBM,150,3,4,0.22192393736017896,0,0.25592841163310964
SBM,150,5,1,0.21208053691275167,2,0.21208053691275167
