type,vertex_count,block_count,new_fp,new_energy,half_fp,half_energy,zero_fp,zero_energy
SBM,50,3,14,0.1595744680851064,3,0.17553191489361702,0,0.19858156028368795
SBM,50,5,1,0.1730612244897959,2,0.17795918367346938,0,0.17795918367346938
SBM,100,2,0,0.24404040404040403,5,0.2408080808080808,0,0.2476767676767677
SBM,100,3,1,0.2222222222222222,1,0.2189239332096475,0,0.2160379303236446
SBM,100,5,1,0.20323232323232324,0,0.20282828282828283,0,0.1991919191919192
SBM,150,2,0,0.2589709172259508,5,0.2632662192393736,0,0.26058165548098433
SBM,150,3,0,0.21011185682326622,2,0.21136465324384787,0,0.21136465324384787
SBM,150,5,0,0.21422818791946308,0,0.21888143176733782,0,0.2127964205816555
SBM,50,2,1,0.21387755102040817,0,0.21551020408163266,0,0.21387755102040817
SBM,50,3,1,0.21099290780141844,2,0.18085106382978725,0,0.19680851063829788
SBM,50,5,8,0.15836734693877552,1,0.16326530612244897,0,0.16326530612244897
SBM,100,2,0,0.24242424242424243,4,0.25414141414141417,0,0.24404040404040403
SBM,100,3,1,0.21933621933621933,1,0.25190682333539477,0,0.22634508348794063
SBM,100,5,0,0.20727272727272728,2,0.19595959595959597,0,0.19555555555555557
SBM,150,2,0,0.2614765100671141,0,0.2611185682326622,0,0.26380313199105143
SBM,150,3,0,0.2301565995525727,0,0.23373601789709172,0,0.232662192393736
SBM,150,5,0,0.20706935123042505,1,0.21977628635346755,0,0.2206711409395973
SBM,50,2,0,0.2073469387755102,0,0.2057142857142857,0,0.2057142857142857
SBM,50,3,0,0.1950354609929078,4,0.18439716312056736,0,0.1879432624113475
SBM,50,5,1,0.16653061224489796,1,0.17142857142857143,0,0.1763265306122449
SBM,100,2,3,0.2412121212121212,6,0.24323232323232324,0,0.24242424242424243
SBM,100,3,1,0.2057307771593486,1,0.23541537827252113,0,0.209853638425067
SBM,100,5,0,0.18868686868686868,6,0.19313131313131313,0,0.19636363636363635
SBM,150,2,0,0.2688143176733781,0,0.2677404921700224,0,0.26738255033557046
SBM,150,3,6,0.23373601789709172,0,0.22156599552572706,0,0.2199552572706935
SBM,150,5,2,0.21333333333333335,0,0.21548098434004473,0,0.20689038031319912
SBM,50,2,0,0.2089795918367347,0,0.25795918367346937,0,0.2057142857142857
SBM,50,3,0,0.18617021276595744,0,0.18262411347517732,0,0.19148936170212766
SBM,50,5,4,0.13387755102040816,0,0.15020408163265306,0,0.14530612244897959
SBM,100,2,0,0.24727272727272728,1,0.24363636363636362,0,0.24686868686868688
SBM,100,3,0,0.20820449391877963,1,0.2077922077922078,0,0.21521335807050093
SBM,100,5,1,0.19313131313131313,2,0.1907070707070707,0,0.19474747474747475
SBM,150,2,6,0.2620134228187919,0,0.2612975391498881,0,0.2611185682326622
SBM,150,3,0,0.22621923937360178,1,0.22389261744966443,0,0.22747203579418346
SBM,150,5,1,0.21619686800894855,1,0.21404921700223714,0,0.2149440715883669
SBM,50,2,0,0.19918367346938776,3,0.19591836734693877,0,0.19428571428571428
SBM,50,3,5,0.18617021276595744,6,0.18617021276595744,0,0.19680851063829788
SBM,50,5,3,0.16,0,0.1436734693877551,0,0.16326530612244897
SBM,100,2,0,0.24565656565656566,0,0.24242424242424243,0,0.24242424242424243
SBM,100,3,0,0.20944135229849514,3,0.23788909503195219,0,0.2057307771593486
SBM,100,5,4,0.1923232323232323,0,0.19676767676767676,0,0.1890909090909091
SBM,150,2,3,0.2621923937360179,0,0.2625503355704698,0,0.2670246085011186
SBM,150,3,0,0.22550335570469798,1,0.2269351230425056,0,0.22425055928411633
SBM,150,5,1,0.21440715883668904,0,0.21548098434004473,0,0.20814317673378077
SBM,50,2,0,0.24,1,0.23346938775510204,0,0.21224489795918366
SBM,50,3,0,0.18617021276595744,0,0.1879432624113475,0,0.18085106382978725
SBM,50,5,1,0.16163265306122448,0,0.15183673469387754,0,0.15510204081632653
SBM,100,2,0,0.2383838383838384,0,0.2408080808080808,0,0.23797979797979799
SBM,100,3,0,0.21974850546279118,0,0.23665223665223664,0,0.21645021645021645
SBM,100,5,1,0.20646464646464646,0,0.20565656565656565,0,0.20404040404040405
SBM,150,2,0,0.2664876957494407,6,0.26344519015659956,0,0.26988814317673376
SBM,150,3,2,0.22317673378076064,1,0.24519015659955257,0,0.22174496644295302
SBM,150,5,1,0.20993288590604026,1,0.20635346756152126,0,0.2086800894854586
SBM,50,2,18,0.1910204081632653,0,0.2089795918367347,0,0.20081632653061224
SBM,50,3,0,0.1950354609929078,2,0.18439716312056736,0,0.19858156028368795
SBM,50,5,0,0.14857142857142858,1,0.15346938775510205,0,0.15510204081632653
SBM,100,2,0,0.2391919191919192,0,0.24242424242424243,0,0.23636363636363636
SBM,100,3,0,0.2069676355390641,0,0.2180993609565038,0,0.21562564419707278
SBM,100,5,5,0.19797979797979798,0,0.2016161616161616,0,0.1874747474747475
SBM,150,2,4,0.2612975391498881,0,0.2557494407158837,0,0.2570022371364653
SBM,150,3,5,0.21941834451901565,0,0.22532438478747205,0,0.22460850111856823
SBM,150,5,2,0.22335570469798657,0,0.22156599552572706,0,0.22174496644295302
SBM,50,2,2,0.22693877551020408,6,0.2089795918367347,0,0.22693877551020408
SBM,50,3,4,0.20035460992907803,2,0.20035460992907803,0,0.1879432624113475
SBM,50,5,0,0.18448979591836734,1,0.1730612244897959,0,0.17469387755102042
SBM,100,2,0,0.23515151515151514,17,0.2319191919191919,0,0.23595959595959595
SBM,100,3,6,0.2168625025767883,0,0.21933621933621933,0,0.24118738404452691
SBM,100,5,1,0.19636363636363635,0,0.19111111111111112,0,0.1903030303030303
SBM,150,2,0,0.258255033557047,0,0.25718120805369127,0,0.2614765100671141
SBM,150,3,0,0.22299776286353468,0,0.21941834451901565,0,0.2527069351230425
SBM,150,5,2,0.2195973154362416,0,0.22532438478747205,0,0.22120805369127516
SBM,50,2,0,0.24,0,0.2057142857142857,0,0.20408163265306123
SBM,50,3,3,0.20921985815602837,0,0.2074468085106383,0,0.2127659574468085
SBM,50,5,3,0.17795918367346938,0,0.18448979591836734,0,0.18285714285714286
SBM,100,2,0,0.24484848484848484,20,0.24,0,0.24363636363636362
SBM,100,3,0,0.2077922077922078,7,0.19954648526077098,0,0.2222222222222222
SBM,100,5,1,0.1995959595959596,2,0.19434343434343435,0,0.19757575757575757
SBM,150,2,0,0.26809843400447425,3,0.2646979865771812,0,0.2620134228187919
SBM,150,3,2,0.22604026845637584,4,0.22997762863534676,0,0.22711409395973153
SBM,150,5,0,0.20975391498881432,0,0.21440715883668904,0,0.21190156599552573
SBM,50,2,0,0.25795918367346937,0,0.2089795918367347,0,0.2546938775510204
SBM,50,3,0,0.18085106382978725,1,0.15602836879432624,0,0.17907801418439717
SBM,50,5,0,0.16816326530612244,0,0.16163265306122448,0,0.15510204081632653
SBM,100,2,1,0.24444444444444444,0,0.24161616161616162,0,0.24565656565656566
SBM,100,3,2,0.23953823953823955,2,0.23459080601937746,0,0.24118738404452691
SBM,100,5,0,0.1874747474747475,0,0.2012121212121212,0,0.19797979797979798
SBM,150,2,0,0.26487695749440715,0,0.26630872483221474,0,0.26380313199105143
SBM,150,3,2,0.22407158836689037,1,0.23498881431767338,0,0.2265771812080537
SBM,150,5,3,0.21208053691275167,1,0.21082774049217,0,0.21369127516778524
SBM,50,2,5,0.1893877551020408,3,0.1893877551020408,0,0.2057142857142857
SBM,50,3,1,0.1879432624113475,1,0.19326241134751773,0,0.19148936170212766
SBM,50,5,2,0.156734693877551,8,0.16,0,0.16326530612244897
SBM,100,2,0,0.24202020202020202,0,0.24444444444444444,0,0.24363636363636362
SBM,100,3,2,0.1987219130076273,5,0.19542362399505256,0,0.2007833436404865
SBM,100,5,7,0.19676767676767676,1,0.19757575757575757,0,0.2008080808080808
SBM,150,2,2,0.26237136465324384,1,0.26559284116331094,0,0.26165548098434005
SBM,150,3,1,0.22407158836689037,1,0.22568232662192395,0,0.23069351230425056
SBM,150,5,4,0.21512304250559283,0,0.21351230425055928,0,0.21798657718120806
SBM,50,2,1,0.2416326530612245,0,0.20244897959183675,0,0.21714285714285714
SBM,50,3,2,0.17375886524822695,0,0.2074468085106383,0,0.20035460992907803
SBM,50,5,13,0.13877551020408163,2,0.13877551020408163,0,0.1436734693877551
SBM,100,2,0,0.24363636363636362,5,0.2408080808080808,0,0.2408080808080808
SBM,100,3,1,0.23500309214594928,0,0.24242424242424243,0,0.21480107194392908
SBM,100,5,0,0.1995959595959596,1,0.1894949494949495,0,0.1919191919191919
SBM,150,2,0,0.2682774049217002,1,0.2682774049217002,0,0.2720357941834452
SBM,150,3,4,0.2265771812080537,0,0.2276510067114094,0,0.22299776286353468
SBM,150,5,2,0.21100671140939598,4,0.20241610738255034,0,0.21029082774049218
SBM,50,2,2,0.21224489795918366,0,0.21061224489795918,0,0.21061224489795918
SBM,50,3,6,0.20390070921985815,3,0.20035460992907803,0,0.21453900709219859
SBM,50,5,3,0.15346938775510205,0,0.14857142857142858,0,0.14530612244897959
SBM,100,2,4,0.24484848484848484,4,0.24606060606060606,0,0.2496969696969697
SBM,100,3,2,0.19954648526077098,0,0.20655534941249226,0,0.23747680890538034
SBM,100,5,2,0.19676767676767676,2,0.1987878787878788,0,0.19434343434343435
SBM,150,2,0,0.258255033557047,0,0.2589709172259508,0,0.2614765100671141
SBM,150,3,8,0.21637583892617449,0,0.25539149888143176,0,0.22782997762863536
SBM,150,5,1,0.21297539149888142,1,0.2160178970917226,0,0.21190156599552573
SBM,50,2,9,0.20244897959183675,2,0.21224489795918366,0,0.21224489795918366
SBM,50,3,1,0.20212765957446807,0,0.20212765957446807,0,0.21453900709219859
SBM,50,5,1,0.16163265306122448,0,0.16489795918367348,0,0.16
SBM,100,2,0,0.23717171717171717,0,0.23757575757575758,0,0.23595959595959595
SBM,100,3,2,0.22139764996907854,1,0.23747680890538034,0,0.2077922077922078
SBM,100,5,2,0.1890909090909091,1,0.18424242424242424,0,0.1898989898989899
SBM,150,2,0,0.2621923937360179,0,0.2600447427293065,0,0.25914988814317674
SBM,150,3,0,0.22621923937360178,0,0.229082774049217,0,0.22496644295302012
SBM,150,5,7,0.21100671140939598,1,0.21941834451901565,0,0.2174496644295302
SBM,50,2,9,0.20408163265306123,0,0.20081632653061224,0,0.2057142857142857
SBM,50,3,0,0.18439716312056736,0,0.18085106382978725,0,0.18617021276595744
SBM,50,5,1,0.13551020408163264,1,0.1404081632653061,0,0.13714285714285715
SBM,100,2,2,0.24525252525252525,0,0.25212121212121213,0,0.24565656565656566
SBM,100,3,3,0.21026592455163884,0,0.20902906617192332,0,0.21933621933621933
SBM,100,5,2,0.20040404040404042,1,0.20242424242424242,0,0.20202020202020202
SBM,150,2,2,0.2557494407158837,2,0.25789709172259506,0,0.2589709172259508
SBM,150,3,5,0.2247874720357942,1,0.22371364653243847,0,0.22586129753914988
SBM,150,5,1,0.21691275167785234,1,0.21261744966442953,0,0.21064876957494408
SBM,50,2,0,0.22693877551020408,25,0.16163265306122448,0,0.22693877551020408
SBM,50,3,1,0.17907801418439717,0,0.19680851063829788,0,0.18439716312056736
SBM,50,5,1,0.156734693877551,0,0.16653061224489796,0,0.15183673469387754
SBM,100,2,0,0.2404040404040404,0,0.24404040404040403,0,0.2412121212121212
SBM,100,3,0,0.23665223665223664,0,0.20449391877963308,0,0.20737992166563596
SBM,100,5,1,0.1991919191919192,1,0.2,0,0.19313131313131313
SBM,150,2,0,0.26380313199105143,0,0.2629082774049217,0,0.2636241610738255
SBM,150,3,0,0.2287248322147651,0,0.22890380313199105,0,0.2505592841163311
SBM,150,5,0,0.2170917225950783,0,0.21834451901565996,0,0.2206711409395973
SBM,50,2,2,0.2073469387755102,2,0.2057142857142857,0,0.2089795918367347
SBM,50,3,2,0.19326241134751773,2,0.20567375886524822,0,0.20035460992907803
SBM,50,5,16,0.15020408163265306,2,0.17142857142857143,0,0.156734693877551
SBM,100,2,2,0.24242424242424243,3,0.24444444444444444,0,0.24646464646464647
SBM,100,3,18,0.2069676355390641,0,0.23788909503195219,0,0.22469593898165327
SBM,100,5,3,0.19393939393939394,2,0.19595959595959597,0,0.19515151515151516
SBM,150,2,0,0.26559284116331094,5,0.261834451901566,0,0.2639821029082774
SBM,150,3,0,0.2206711409395973,0,0.26308724832214764,0,0.22210290827740492
SBM,150,5,4,0.2033109619686801,0,0.21583892617449665,0,0.21548098434004473
SBM,50,2,1,0.21714285714285714,25,0.16653061224489796,0,0.2073469387755102
SBM,50,3,0,0.19858156028368795,0,0.19858156028368795,0,0.18439716312056736
SBM,50,5,4,0.16326530612244897,1,0.15183673469387754,0,0.17142857142857143
SBM,100,2,0,0.2412121212121212,0,0.24,0,0.24484848484848484
SBM,100,3,3,0.21273964131106987,0,0.2481962481962482,0,0.2222222222222222
SBM,100,5,0,0.19636363636363635,2,0.19434343434343435,0,0.19434343434343435
SBM,150,2,0,0.26791946308724834,4,0.268993288590604,0,0.2713199105145414
SBM,150,3,0,0.22532438478747205,0,0.2272930648769575,0,0.22407158836689037
SBM,150,5,1,0.21154362416107383,1,0.2170917225950783,0,0.21082774049217
SBM,50,2,0,0.2057142857142857,0,0.19428571428571428,0,0.2089795918367347
SBM,50,3,0,0.1773049645390071,0,0.17375886524822695,0,0.21099290780141844
SBM,50,5,0,0.15510204081632653,2,0.16653061224489796,0,0.16326530612244897
SBM,100,2,3,0.2404040404040404,1,0.29858585858585857,0,0.24161616161616162
SBM,100,3,1,0.22964337250051536,0,0.2160379303236446,0,0.21645021645021645
SBM,100,5,3,0.19636363636363635,0,0.1874747474747475,0,0.19636363636363635
SBM,150,2,5,0.2596868008948546,0,0.2593288590604027,0,0.2607606263982103
SBM,150,3,1,0.22192393736017896,0,0.23140939597315435,0,0.22604026845637584
SBM,150,5,0,0.20563758389261744,2,0.20689038031319912,0,0.21136465324384787
SBM,50,2,0,0.19591836734693877,5,0.1926530612244898,0,0.2563265306122449
SBM,50,3,1,0.20567375886524822,1,0.19326241134751773,0,0.18971631205673758
SBM,50,5,2,0.15183673469387754,11,0.15346938775510205,0,0.15836734693877552
SBM,100,2,0,0.23353535353535354,2,0.2319191919191919,0,0.23676767676767677
SBM,100,3,21,0.20202020202020202,5,0.19913419913419914,0,0.2028447742733457
SBM,100,5,3,0.18626262626262627,1,0.19393939393939394,0,0.19636363636363635
SBM,150,2,0,0.2612975391498881,3,0.25986577181208054,0,0.26272930648769577
SBM,150,3,1,0.22049217002237137,0,0.2195973154362416,0,0.2587919463087248
SBM,150,5,2,0.2167337807606264,3,0.21225950782997763,0,0.21029082774049218
SBM,50,2,0,0.2057142857142857,4,0.1893877551020408,0,0.2073469387755102
SBM,50,3,7,0.17907801418439717,3,0.1702127659574468,0,0.1879432624113475
SBM,50,5,4,0.156734693877551,3,0.15510204081632653,0,0.15346938775510205
SBM,100,2,8,0.24484848484848484,1,0.24484848484848484,0,0.24888888888888888
SBM,100,3,3,0.21438878581735724,4,0.20655534941249226,0,0.2230467944753659
SBM,100,5,1,0.18868686868686868,1,0.18868686868686868,0,0.181010101010101
SBM,150,2,0,0.25914988814317674,0,0.2620134228187919,0,0.2612975391498881
SBM,150,3,3,0.23176733780760628,2,0.2632662192393736,0,0.2319463087248322
SBM,150,5,1,0.21011185682326622,0,0.2156599552572707,0,0.2170917225950783
SBM,50,2,0,0.2073469387755102,0,0.2089795918367347,0,0.25142857142857145
SBM,50,3,7,0.16666666666666666,1,0.16134751773049646,0,0.19680851063829788
SBM,50,5,1,0.14857142857142858,1,0.15836734693877552,0,0.15020408163265306
SBM,100,2,0,0.2391919191919192,4,0.24606060606060606,0,0.24525252525252525
SBM,100,3,0,0.18759018759018758,0,0.21974850546279118,0,0.18717790146361574
SBM,100,5,0,0.19595959595959597,2,0.20242424242424242,0,0.20363636363636364
SBM,150,2,0,0.2593288590604027,6,0.2645190156599553,0,0.2664876957494407
SBM,150,3,0,0.2178076062639821,1,0.21655480984340045,0,0.21906040268456375
SBM,150,5,2,0.21619686800894855,0,0.21727069351230424,0,0.21369127516778524
SBM,50,2,0,0.2220408163265306,2,0.2383673469387755,0,0.22040816326530613
SBM,50,3,11,0.1879432624113475,2,0.1950354609929078,0,0.20212765957446807
SBM,50,5,0,0.17469387755102042,1,0.17959183673469387,0,0.16163265306122448
SBM,100,2,0,0.23676767676767677,0,0.2298989898989899,0,0.23676767676767677
SBM,100,3,12,0.2077922077922078,0,0.20737992166563596,0,0.20531849103277675
SBM,100,5,2,0.1894949494949495,1,0.1923232323232323,0,0.181010101010101
SBM,150,2,0,0.2632662192393736,1,0.2646979865771812,0,0.26308724832214764
SBM,150,3,1,0.22550335570469798,8,0.22460850111856823,0,0.22371364653243847
SBM,150,5,4,0.21118568232662194,0,0.218165548098434,0,0.2170917225950783
SBM,50,2,0,0.20408163265306123,10,0.18775510204081633,0,0.19918367346938776
SBM,50,3,0,0.19858156028368795,0,0.1702127659574468,0,0.17553191489361702
SBM,50,5,6,0.15836734693877552,0,0.16653061224489796,0,0.16489795918367348
SBM,100,2,0,0.24848484848484848,3,0.24404040404040403,0,0.24646464646464647
SBM,100,3,1,0.21315192743764172,0,0.23459080601937746,0,0.21438878581735724
SBM,100,5,2,0.19595959595959597,0,0.19393939393939394,0,0.19838383838383838
SBM,150,2,1,0.26040268456375837,0,0.2612975391498881,0,0.26022371364653246
SBM,150,3,0,0.22550335570469798,1,0.23910514541387023,0,0.23123042505592842
SBM,150,5,1,0.21351230425055928,1,0.20313199105145413,0,0.21100671140939598
SBM,50,2,0,0.20408163265306123,0,0.19755102040816327,0,0.19428571428571428
SBM,50,3,0,0.17553191489361702,1,0.16489361702127658,0,0.17553191489361702
SBM,50,5,0,0.15346938775510205,2,0.14204081632653062,0,0.14857142857142858
SBM,100,2,0,0.24323232323232324,4,0.23474747474747476,0,0.24202020202020202
SBM,100,3,5,0.21273964131106987,0,0.2333539476396619,0,0.2230467944753659
SBM,100,5,0,0.19838383838383838,2,0.19434343434343435,0,0.20525252525252524
SBM,150,2,3,0.26344519015659956,0,0.2611185682326622,0,0.26237136465324384
SBM,150,3,4,0.25038031319910514,4,0.229082774049217,0,0.23248322147651007
SBM,150,5,0,0.22192393736017896,0,0.2076062639821029,0,0.21923937360178972
SBM,50,2,1,0.2236734693877551,6,0.2089795918367347,0,0.21224489795918366
SBM,50,3,0,0.19148936170212766,2,0.20390070921985815,0,0.22695035460992907
SBM,50,5,2,0.16,0,0.16489795918367348,0,0.156734693877551
SBM,100,2,2,0.2391919191919192,2,0.23797979797979799,0,0.2387878787878788
SBM,100,3,2,0.2106782106782107,7,0.20737992166563596,0,0.20614306328592044
SBM,100,5,0,0.19151515151515153,7,0.18787878787878787,0,0.19757575757575757
SBM,150,2,0,0.258076062639821,1,0.26022371364653246,0,0.25861297539149886
SBM,150,3,0,0.22425055928411633,9,0.2283668903803132,0,0.23498881431767338
SBM,150,5,0,0.20814317673378077,0,0.21154362416107383,0,0.21798657718120806
SBM,50,2,1,0.2253061224489796,2,0.23510204081632652,0,0.24489795918367346
SBM,50,3,2,0.15602836879432624,0,0.1879432624113475,0,0.18971631205673758
SBM,50,5,1,0.156734693877551,1,0.16,0,0.15020408163265306
SBM,100,2,1,0.24808080808080807,0,0.24646464646464647,0,0.25292929292929295
SBM,100,3,4,0.24159967017109873,0,0.21232735518449805,0,0.20408163265306123
SBM,100,5,0,0.19838383838383838,3,0.19636363636363635,0,0.19393939393939394
SBM,150,2,10,0.25986577181208054,0,0.2589709172259508,0,0.2612975391498881
SBM,150,3,0,0.22961968680089487,1,0.22711409395973153,0,0.23946308724832216
SBM,150,5,1,0.2167337807606264,0,0.2170917225950783,0,0.20689038031319912
SBM,50,2,10,0.21551020408163266,0,0.21714285714285714,0,0.20081632653061224
SBM,50,3,2,0.18262411347517732,3,0.17907801418439717,0,0.20390070921985815
SBM,50,5,0,0.16979591836734695,0,0.16326530612244897,0,0.16653061224489796
SBM,100,2,3,0.23393939393939395,4,0.24404040404040403,0,0.23595959595959595
SBM,100,3,0,0.20861678004535147,0,0.19501133786848074,0,0.20531849103277675
SBM,100,5,3,0.19353535353535353,1,0.19515151515151516,0,0.19434343434343435
SBM,150,2,1,0.26165548098434005,2,0.2575391498881432,0,0.25861297539149886
SBM,150,3,0,0.22621923937360178,0,0.2199552572706935,0,0.22586129753914988
SBM,150,5,0,0.21834451901565996,0,0.21870246085011186,0,0.22228187919463088
SBM,50,2,13,0.21224489795918366,1,0.24326530612244898,0,0.22857142857142856
SBM,50,3,1,0.2198581560283688,2,0.18971631205673758,0,0.18262411347517732
SBM,50,5,7,0.17469387755102042,1,0.16653061224489796,0,0.1763265306122449
SBM,100,2,0,0.23717171717171717,7,0.23434343434343435,0,0.24242424242424243
SBM,100,3,2,0.2057307771593486,0,0.19913419913419914,0,0.20944135229849514
SBM,100,5,0,0.20323232323232324,1,0.20686868686868687,0,0.20444444444444446
SBM,150,2,0,0.2650559284116331,1,0.26058165548098433,0,0.26165548098434005
SBM,150,3,10,0.22299776286353468,2,0.2247874720357942,0,0.22228187919463088
SBM,150,5,1,0.20903803131991053,2,0.2124384787472036,0,0.21655480984340045
SBM,50,2,4,0.19591836734693877,0,0.2073469387755102,0,0.20244897959183675
SBM,50,3,0,0.17198581560283688,0,0.20390070921985815,0,0.17907801418439717
SBM,50,5,3,0.15836734693877552,3,0.16163265306122448,0,0.16326530612244897
SBM,100,2,0,0.25171717171717173,0,0.24565656565656566,0,0.2513131313131313
SBM,100,3,4,0.23129251700680273,0,0.21232735518449805,0,0.21851164708307566
SBM,100,5,0,0.19515151515151516,4,0.19595959595959597,0,0.19838383838383838
SBM,150,2,0,0.26630872483221474,0,0.26917225950782997,0,0.2643400447427293
SBM,150,3,1,0.24644295302013422,0,0.22532438478747205,0,0.22586129753914988
SBM,150,5,0,0.22013422818791947,2,0.2127964205816555,0,0.2185234899328859
SBM,50,2,4,0.25795918367346937,0,0.2563265306122449,0,0.2253061224489796
SBM,50,3,1,0.19326241134751773,0,0.1773049645390071,0,0.20390070921985815
SBM,50,5,0,0.16326530612244897,4,0.15510204081632653,0,0.16
SBM,100,2,0,0.24404040404040403,0,0.2404040404040404,0,0.24161616161616162
SBM,100,3,2,0.21150278293135436,0,0.2370645227788085,0,0.21851164708307566
SBM,100,5,1,0.19353535353535353,2,0.19676767676767676,0,0.19797979797979798
SBM,150,2,6,0.258076062639821,0,0.2600447427293065,0,0.2596868008948546
SBM,150,3,2,0.22335570469798657,3,0.22890380313199105,0,0.23874720357941834
SBM,150,5,0,0.21208053691275167,1,0.20903803131991053,0,0.20885906040268457
SBM,50,2,0,0.20081632653061224,0,0.19918367346938776,0,0.1926530612244898
SBM,50,3,5,0.18617021276595744,1,0.19680851063829788,0,0.18439716312056736
SBM,50,5,1,0.14857142857142858,0,0.15836734693877552,0,0.16
SBM,100,2,1,0.24686868686868688,0,0.25333333333333335,0,0.25292929292929295
SBM,100,3,0,0.23459080601937746,1,0.2490208204493919,0,0.2160379303236446
SBM,100,5,1,0.2084848484848485,4,0.2080808080808081,0,0.2008080808080808
SBM,150,2,0,0.2595078299776286,2,0.2629082774049217,0,0.26022371364653246
SBM,150,3,7,0.24447427293064877,2,0.22389261744966443,0,0.22102908277404923
SBM,150,5,1,0.21100671140939598,0,0.2178076062639821,0,0.2160178970917226
SBM,50,2,4,0.1926530612244898,0,0.20244897959183675,0,0.23183673469387756
SBM,50,3,0,0.19326241134751773,4,0.18971631205673758,0,0.19680851063829788
SBM,50,5,1,0.15020408163265306,1,0.156734693877551,0,0.1469387755102041
SBM,100,2,0,0.24727272727272728,1,0.24404040404040403,0,0.2965656565656566
SBM,100,3,0,0.2069676355390641,49,0.173572459286745,0,0.20408163265306123
SBM,100,5,2,0.18828282828282827,0,0.19555555555555557,0,0.19393939393939394
SBM,150,2,0,0.2600447427293065,0,0.2614765100671141,0,0.25914988814317674
SBM,150,3,5,0.22532438478747205,3,0.22711409395973153,0,0.2301565995525727
SBM,150,5,1,0.21225950782997763,0,0.21440715883668904,0,0.2156599552572707
SBM,50,2,0,0.2073469387755102,24,0.16,0,0.2073469387755102
SBM,50,3,0,0.21099290780141844,1,0.1879432624113475,0,0.20212765957446807
SBM,50,5,0,0.15836734693877552,2,0.16979591836734695,0,0.16653061224489796
SBM,100,2,0,0.24727272727272728,0,0.24686868686868688,0,0.24606060606060606
